"ISIC Rev. 4","CPC 2.1","CPA 2.1","Review","Redundancy","Unmatched","NoMatchFromA","NoMatchFromB","ISIC Rev. 4_Description","CPC 2.1_CPC21title","CPA 2.1_Name","CPA 2.1_Include","CPA 2.1_Exclude","CPA 2.1_URI","ISIC Rev. 4_ISIC4partial","ISIC Rev. 4_CPC21partial","CPA 2.1_CPA 2.1 label","CPA 2.1_CPC 2.1 label","CPA 2.1_Count of CPA 2.1","CPA 2.1_Count of CPC 2.1","CPA 2.1_Comment"
"2593","42914","25.71.12","0","0","0","0","0","Manufacture of cutlery, hand tools and general hardware","Razors and razor blades (including razor blade blanks in strips)","Razors and razor blades, including razor blade blanks in strips","","","257112","1","0","Razors and razor blades, including razor blade blanks in strips","Razors and razor blades (including razor blade blanks in strips)","1","1",""
"2593","42915","25.71.13","0","0","0","0","0","Manufacture of cutlery, hand tools and general hardware","Other articles of cutlery; manicure or pedicure sets and instruments","Other articles of cutlery; manicure or pedicure sets and instruments","","","257113","1","0","Other articles of cutlery; manicure or pedicure sets and instruments","Other articles of cutlery; manicure or pedicure sets and instruments","1","1",""
"2593","42916","25.71.14","0","0","0","0","0","Manufacture of cutlery, hand tools and general hardware","Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and similar kitchen or table ware","Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and similar kitchen or tableware","","","257114","1","0","Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and similar kitchen or tableware","Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and similar kitchen or table ware","1","1",""
"2593","44750","25.71.15","0","0","0","0","0","Manufacture of cutlery, hand tools and general hardware","Swords, cutlasses, bayonets, lances and similar arms and parts thereof and scabbards and sheaths therefor","Swords, cutlasses, bayonets, lances and similar arms and parts thereof","","","257115","1","0","Swords, cutlasses, bayonets, lances and similar arms and parts thereof","Swords, cutlasses, bayonets, lances and similar arms and parts thereof and scabbards and sheaths therefor","1","1",""
"2593","88733","25.71.99","0","0","0","0","0","Manufacture of cutlery, hand tools and general hardware","Cutlery, hand tool and general hardware manufacturing services","Sub-contracted operations as part of manufacturing of cutlery","","","257199","1","0","Sub-contracted operations as part of manufacturing of cutlery","Cutlery, hand tool and general hardware manufacturing services","1","3","The services classified under CPC division 88 are performed on physical inputs owned by units other than the units providing the service"
"2593","42992","25.72.11","0","0","0","0","0","Manufacture of cutlery, hand tools and general hardware","Padlocks and locks, of base metal; clasps and frames with clasps, incorporating locks, of base metal; keys and parts thereof, of base metal; base metal fittings for furniture, doors, saddlery and the like","Padlocks, locks used for motor vehicles and for furniture, of base metal","","","257211","1","0","Padlocks, locks used for motor vehicles and for furniture, of base metal","Padlocks and locks, of base metal; clasps and frames with clasps, incorporating locks, of base metal; keys and parts thereof, of base metal; base metal fittings for furniture, doors, saddlery and the like","1","4",""
"2593","42992","25.72.12","0","0","0","0","0","Manufacture of cutlery, hand tools and general hardware","Padlocks and locks, of base metal; clasps and frames with clasps, incorporating locks, of base metal; keys and parts thereof, of base metal; base metal fittings for furniture, doors, saddlery and the like","Other locks, of base metal","","","257212","1","0","Other locks, of base metal","Padlocks and locks, of base metal; clasps and frames with clasps, incorporating locks, of base metal; keys and parts thereof, of base metal; base metal fittings for furniture, doors, saddlery and the like","1","4",""
"2593","42992","25.72.13","0","0","0","0","0","Manufacture of cutlery, hand tools and general hardware","Padlocks and locks, of base metal; clasps and frames with clasps, incorporating locks, of base metal; keys and parts thereof, of base metal; base metal fittings for furniture, doors, saddlery and the like","Clasps and frames with clasps, incorporating locks; parts","","","257213","1","0","Clasps and frames with clasps, incorporating locks; parts","Padlocks and locks, of base metal; clasps and frames with clasps, incorporating locks, of base metal; keys and parts thereof, of base metal; base metal fittings for furniture, doors, saddlery and the like","1","4",""
"2593","42992","25.72.14","0","0","0","0","0","Manufacture of cutlery, hand tools and general hardware","Padlocks and locks, of base metal; clasps and frames with clasps, incorporating locks, of base metal; keys and parts thereof, of base metal; base metal fittings for furniture, doors, saddlery and the like","Hinges, mountings, fittings and similar articles, suitable for motor vehicles, doors, windows, furniture and the like, of base metal","","","257214","1","0","Hinges, mountings, fittings and similar articles, suitable for motor vehicles, doors, windows, furniture and the like, of base metal","Padlocks and locks, of base metal; clasps and frames with clasps, incorporating locks, of base metal; keys and parts thereof, of base metal; base metal fittings for furniture, doors, saddlery and the like","1","4",""
"2593","88733","25.72.99","0","0","0","0","0","Manufacture of cutlery, hand tools and general hardware","Cutlery, hand tool and general hardware manufacturing services","Sub-contracted operations as part of manufacturing of locks and hinges","","","257299","1","0","Sub-contracted operations as part of manufacturing of locks and hinges","Cutlery, hand tool and general hardware manufacturing services","1","3","The services classified under CPC division 88 are performed on physical inputs owned by units other than the units providing the service"
"2593","42921","25.73.10","0","0","0","0","0","Manufacture of cutlery, hand tools and general hardware","Hand tools (including hand tools of a kind used in agriculture, horticulture or forestry, hand saws, files, pliers and metal cutting shears, hand-operated spanners, blow-lamps and clamps)","Hand tools of a kind used in agriculture, horticulture or forestry","","","257310","1","0","Hand tools of a kind used in agriculture, horticulture or forestry","Hand tools (including hand tools of a kind used in agriculture, horticulture or forestry, hand saws, files, pliers and metal cutting shears, hand-operated spanners, blow-lamps and clamps)","1","3",""
"2593","42921","25.73.20","0","0","0","0","0","Manufacture of cutlery, hand tools and general hardware","Hand tools (including hand tools of a kind used in agriculture, horticulture or forestry, hand saws, files, pliers and metal cutting shears, hand-operated spanners, blow-lamps and clamps)","Hand saws; blades for saws of all kinds","","","257320","1","0","Hand saws; blades for saws of all kinds","Hand tools (including hand tools of a kind used in agriculture, horticulture or forestry, hand saws, files, pliers and metal cutting shears, hand-operated spanners, blow-lamps and clamps)","1","3",""
"2593","42921","25.73.30","0","0","0","0","0","Manufacture of cutlery, hand tools and general hardware","Hand tools (including hand tools of a kind used in agriculture, horticulture or forestry, hand saws, files, pliers and metal cutting shears, hand-operated spanners, blow-lamps and clamps)","Other hand tools","","","257330","1","0","Other hand tools","Hand tools (including hand tools of a kind used in agriculture, horticulture or forestry, hand saws, files, pliers and metal cutting shears, hand-operated spanners, blow-lamps and clamps)","1","3",""
"2593","42922","25.73.40","0","0","0","0","0","Manufacture of cutlery, hand tools and general hardware","Interchangeable tools for hand tools or for machine tools, including dies for drawing or extruding metal, and rock drilling or earth boring tools; knives for machines; plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets","Interchangeable tools for hand tools, whether or not power-operated, or for machine tools","","","257340","1","0","Interchangeable tools for hand tools, whether or not power-operated, or for machine tools","Interchangeable tools for hand tools or for machine tools, including dies for drawing or extruding metal, and rock drilling or earth boring tools; knives for machines; plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets","1","2",""
"2593","44916","25.73.50","0","0","0","0","0","Manufacture of cutlery, hand tools and general hardware","Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (except ingot moulds), metal carbides, glass, mineral materials, rubber or plastics","Moulds; moulding boxes for metal foundry; mould bases; moulding patterns","","","257350","1","0","Moulds; moulding boxes for metal foundry; mould bases; moulding patterns","Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (except ingot moulds), metal carbides, glass, mineral materials, rubber or plastics","1","1",""
"2593","42922","25.73.60","0","0","0","0","0","Manufacture of cutlery, hand tools and general hardware","Interchangeable tools for hand tools or for machine tools, including dies for drawing or extruding metal, and rock drilling or earth boring tools; knives for machines; plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets","Other tools","","","257360","1","0","Other tools","Interchangeable tools for hand tools or for machine tools, including dies for drawing or extruding metal, and rock drilling or earth boring tools; knives for machines; plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets","1","2",""
"2593","88733","25.73.99","0","0","0","0","0","Manufacture of cutlery, hand tools and general hardware","Cutlery, hand tool and general hardware manufacturing services","Sub-contracted operations as part of manufacturing of tools","","","257399","1","0","Sub-contracted operations as part of manufacturing of tools","Cutlery, hand tool and general hardware manufacturing services","1","3","The services classified under CPC division 88 are performed on physical inputs owned by units other than the units providing the service"
"2599","42931","25.91.11","0","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Tanks, casks, drums, cans, boxes and similar containers (other than for compressed or liquefied gas) of iron, steel or aluminium, of a capacity not exceeding 300 litres, not fitted with mechanical or thermal equipment","Tanks, casks, drums, cans, boxes and similar containers, for any material (excluding gas), of iron or steel, of a capacity ≥ 50 l but ≤ 300 l, not fitted with mechanical or thermal equipment","","","259111","1","0","Tanks, casks, drums, cans, boxes and similar containers, for any material (excluding gas), of iron or steel, of a capacity ≥ 50 l but ≤ 300 l, not fitted with mechanical or thermal equipment","Tanks, casks, drums, cans, boxes and similar containers (other than for compressed or liquefied gas) of iron, steel or aluminium, of a capacity not exceeding 300 litres, not fitted with mechanical or thermal equipment","1","4",""
"2599","42931","25.91.12","0","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Tanks, casks, drums, cans, boxes and similar containers (other than for compressed or liquefied gas) of iron, steel or aluminium, of a capacity not exceeding 300 litres, not fitted with mechanical or thermal equipment","Tanks, casks, drums, cans (except those to be closed by soldering or crimping), boxes and similar containers, for any material (excluding gas), of iron or steel, of a capacity < 50 l, not fitted with mechanical or thermal equipment","","This subcategory excludes:
- cans, of iron or steel, to be closed by soldering or crimping, see 25.92.11","259112","1","0","Tanks, casks, drums, cans (except those to be closed by soldering or crimping), boxes and similar containers, for any material (excluding gas), of iron or steel, of a capacity < 50 l, not fitted with mechanical or thermal equipment","Tanks, casks, drums, cans, boxes and similar containers (other than for compressed or liquefied gas) of iron, steel or aluminium, of a capacity not exceeding 300 litres, not fitted with mechanical or thermal equipment","1","4",""
"2599","88739","25.91.99","0","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Other fabricated metal product manufacturing services n.e.c.","Sub-contracted operations as part of manufacturing of steel drums and similar containers","","","259199","1","0","Sub-contracted operations as part of manufacturing of steel drums and similar containers","Other fabricated metal product manufacturing services n.e.c.","1","5","The services classified under CPC division 88 are performed on physical inputs owned by units other than the units providing the service"
"2599","42931","25.92.11","0","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Tanks, casks, drums, cans, boxes and similar containers (other than for compressed or liquefied gas) of iron, steel or aluminium, of a capacity not exceeding 300 litres, not fitted with mechanical or thermal equipment","Cans, of iron or steel, to be closed by soldering or crimping, of a capacity < 50 l","","","259211","1","0","Cans, of iron or steel, to be closed by soldering or crimping, of a capacity < 50 l","Tanks, casks, drums, cans, boxes and similar containers (other than for compressed or liquefied gas) of iron, steel or aluminium, of a capacity not exceeding 300 litres, not fitted with mechanical or thermal equipment","1","4",""
"2599","42931","25.92.12","0","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Tanks, casks, drums, cans, boxes and similar containers (other than for compressed or liquefied gas) of iron, steel or aluminium, of a capacity not exceeding 300 litres, not fitted with mechanical or thermal equipment","Aluminium casks, drums, cans, boxes and similar containers, for any material (excluding gas), of a capacity ≤ 300 l","","","259212","1","0","Aluminium casks, drums, cans, boxes and similar containers, for any material (excluding gas), of a capacity ≤ 300 l","Tanks, casks, drums, cans, boxes and similar containers (other than for compressed or liquefied gas) of iron, steel or aluminium, of a capacity not exceeding 300 litres, not fitted with mechanical or thermal equipment","1","4",""
"2599","42932","25.92.13","0","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Stoppers, caps and lids (including crown corks), capsules for bottles, threaded bungs, bung covers, seals and other packing accessories, of base metal","Crown corks and stoppers, caps and lids, of base metal","","","259213","1","0","Crown corks and stoppers, caps and lids, of base metal","Stoppers, caps and lids (including crown corks), capsules for bottles, threaded bungs, bung covers, seals and other packing accessories, of base metal","1","1",""
"2599","88739","25.92.99","0","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Other fabricated metal product manufacturing services n.e.c.","Sub-contracted operations as part of manufacturing of light metal packaging","","","259299","1","0","Sub-contracted operations as part of manufacturing of light metal packaging","Other fabricated metal product manufacturing services n.e.c.","1","5","The services classified under CPC division 88 are performed on physical inputs owned by units other than the units providing the service"
"2599","42941","25.93.11","0","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated","Stranded wire, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated","","","259311","1","0","Stranded wire, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated","Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated","1","1",""
"2599","42942","25.93.12","0","1","0","0","0","Manufacture of other fabricated metal products n.e.c.","Stranded wire, cables, plaited bands and the like, of copper or aluminium, not electrically insulated","Barbed wire, of iron or steel; stranded wire, cables, plaited bands and the like, of copper or aluminium, not electrically insulated","","","259312","1","0","Barbed wire, of iron or steel; stranded wire, cables, plaited bands and the like, of copper or aluminium, not electrically insulated","Stranded wire, cables, plaited bands and the like, of copper or aluminium, not electrically insulated","2","1",""
"2599","42946","25.93.12","0","1","0","0","0","Manufacture of other fabricated metal products n.e.c.","Barbed wire of iron or steel; twisted hoop or single flat wire, and loosely twisted double wire, of a kind used for fencing, of iron or steel","Barbed wire, of iron or steel; stranded wire, cables, plaited bands and the like, of copper or aluminium, not electrically insulated","","","259312","1","0","Barbed wire, of iron or steel; stranded wire, cables, plaited bands and the like, of copper or aluminium, not electrically insulated","Barbed wire of iron or steel; twisted hoop or single flat wire, and loosely twisted double wire, of a kind used for fencing, of iron or steel","2","1",""
"2599","42943","25.93.13","0","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Cloth, grill, netting and fencing, of iron or steel wire; expanded metal of iron or steel","Cloth, grills, netting and fencing, of iron, steel or copper wire; expanded metal, of iron, steel or copper","","","259313","1","0","Cloth, grills, netting and fencing, of iron, steel or copper wire; expanded metal, of iron, steel or copper","Cloth, grill, netting and fencing, of iron or steel wire; expanded metal of iron or steel","1","1",""
"2599","42944","25.93.14","0","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Nails, tacks, staples (except staples in strips), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles, of iron, steel, copper or aluminium","Nails, tacks, drawing pins, staples and similar articles","","","259314","1","0","Nails, tacks, drawing pins, staples and similar articles","Nails, tacks, staples (except staples in strips), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles, of iron, steel, copper or aluminium","1","4",""
"2599","42950","25.93.15","0","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Wire, rods, tubes, plates, electrodes and similar products, of base metal or of metal carbides, coated or cored with flux material, of a kind used for soldering, brazing, welding or deposition of metal or of metal carbides; wire and rods, of agglomerated base metal powder, used for metal spraying","Wire, rods, tubes, plates, electrodes, coated or cored with flux material","","","259315","1","0","Wire, rods, tubes, plates, electrodes, coated or cored with flux material","Wire, rods, tubes, plates, electrodes and similar products, of base metal or of metal carbides, coated or cored with flux material, of a kind used for soldering, brazing, welding or deposition of metal or of metal carbides; wire and rods, of agglomerated base metal powder, used for metal spraying","1","1",""
"2599","42945","25.93.16","0","1","0","0","0","Manufacture of other fabricated metal products n.e.c.","Springs and leaves for springs, of iron or steel","Springs and leaves for springs, of iron or steel; copper springs","","","259316","1","0","Springs and leaves for springs, of iron or steel; copper springs","Springs and leaves for springs, of iron or steel","2","1",""
"2599","42999","25.93.16","0","1","0","0","0","Manufacture of other fabricated metal products n.e.c.","Metal goods n.e.c.","Springs and leaves for springs, of iron or steel; copper springs","","","259316","1","0","Springs and leaves for springs, of iron or steel; copper springs","Metal goods n.e.c.","2","2",""
"2599","42991","25.93.17","0","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Chain (except articulated link chain) and parts thereof, of iron or steel; chain and parts thereof, of copper","Chain (except articulated link chain) and parts thereof","","This subcategory excludes:
- articulated link chain, of iron or steel, see 28.15.21","259317","1","0","Chain (except articulated link chain) and parts thereof","Chain (except articulated link chain) and parts thereof, of iron or steel; chain and parts thereof, of copper","1","1",""
"2599","42997","25.93.18","0","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel n.e.c.; clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets and the like, of base metal, of a kind used for clothing, footwear, awnings, handbags, travel goods or other made-up articles; tubular or bifurcated rivets, of base metal; beads and spangles of base metal","Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles for use in the hand, of iron or steel; safety pins and other pins of iron or steel n.e.c.","","","259318","1","0","Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles for use in the hand, of iron or steel; safety pins and other pins of iron or steel n.e.c.","Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel n.e.c.; clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets and the like, of base metal, of a kind used for clothing, footwear, awnings, handbags, travel goods or other made-up articles; tubular or bifurcated rivets, of base metal; beads and spangles of base metal","1","2",""
"2599","88739","25.93.99","0","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Other fabricated metal product manufacturing services n.e.c.","Sub-contracted operations as part of manufacturing of wire products, chain and springs","","","259399","1","0","Sub-contracted operations as part of manufacturing of wire products, chain and springs","Other fabricated metal product manufacturing services n.e.c.","1","5","The services classified under CPC division 88 are performed on physical inputs owned by units other than the units providing the service"
"2599","42944","25.94.11","0","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Nails, tacks, staples (except staples in strips), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles, of iron, steel, copper or aluminium","Threaded fasteners, of iron or steel, n.e.c.","","","259411","1","0","Threaded fasteners, of iron or steel, n.e.c.","Nails, tacks, staples (except staples in strips), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles, of iron, steel, copper or aluminium","1","4",""
"2599","42944","25.94.12","0","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Nails, tacks, staples (except staples in strips), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles, of iron, steel, copper or aluminium","Non-threaded fasteners, of iron or steel, n.e.c.","","","259412","1","0","Non-threaded fasteners, of iron or steel, n.e.c.","Nails, tacks, staples (except staples in strips), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles, of iron, steel, copper or aluminium","1","4",""
"2599","42944","25.94.13","0","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Nails, tacks, staples (except staples in strips), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles, of iron, steel, copper or aluminium","Non-threaded and threaded fasteners, of copper","","","259413","1","0","Non-threaded and threaded fasteners, of copper","Nails, tacks, staples (except staples in strips), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles, of iron, steel, copper or aluminium","1","4",""
"2599","88739","25.94.99","0","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Other fabricated metal product manufacturing services n.e.c.","Sub-contracted operations as part of manufacturing of fasteners and screw machine products","","","259499","1","0","Sub-contracted operations as part of manufacturing of fasteners and screw machine products","Other fabricated metal product manufacturing services n.e.c.","1","5","The services classified under CPC division 88 are performed on physical inputs owned by units other than the units providing the service"
"2599","42911","25.99.11","0","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Sinks, wash-basins, baths and other sanitary ware and parts thereof, of iron, steel, copper or aluminium","Sinks, wash-basins, baths and other sanitary ware, and parts thereof, of iron, steel, copper or aluminium","","","259911","1","0","Sinks, wash-basins, baths and other sanitary ware, and parts thereof, of iron, steel, copper or aluminium","Sinks, wash-basins, baths and other sanitary ware and parts thereof, of iron, steel, copper or aluminium","1","1",""
"2599","42912","25.99.12","1","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Table, kitchen or other household articles and parts thereof, of iron, steel, copper or aluminium; cooking or heating apparatus of a kind used for domestic purposes, non-electric, of copper; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel, copper or aluminium; iron or steel wool; hand-operated mechanical appliances, weighing 10 kg or less, used in the preparation, conditioning or serving of food or drink","Table, kitchen or household articles and parts thereof, of iron, steel, copper or aluminium","","","259912","1","1","Table, kitchen or household articles and parts thereof, of iron, steel, copper or aluminium","Table, kitchen or other household articles and parts thereof, of iron, steel, copper or aluminium; cooking or heating apparatus of a kind used for domestic purposes, non-electric, of copper; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel, copper or aluminium; iron or steel wool; hand-operated mechanical appliances, weighing 10 kg or less, used in the preparation, conditioning or serving of food or drink","1","1",""
"2599","42993","25.99.21","0","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Armoured or reinforced safes, strong-boxes and doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal","Armoured or reinforced safes, strong-boxes and doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal","","","259921","1","0","Armoured or reinforced safes, strong-boxes and doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal","Armoured or reinforced safes, strong-boxes and doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal","1","1",""
"2599","42994","25.99.22","0","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture","Paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture","","","259922","1","0","Paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture","Paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture","1","1",""
"2599","42995","25.99.23","0","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Fittings for loose-leaf binders or files; letter clips, letter corners, paper clips, indexing tags and similar office articles, of base metal; staples in strips, of base metal","Fittings for loose-leaf binders or files, letter clips and similar office articles, and staples in strips, of base metal","","","259923","1","0","Fittings for loose-leaf binders or files, letter clips and similar office articles, and staples in strips, of base metal","Fittings for loose-leaf binders or files; letter clips, letter corners, paper clips, indexing tags and similar office articles, of base metal; staples in strips, of base metal","1","1",""
"2599","42996","25.99.24","0","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Statuettes and other ornaments of base metal; photograph, picture or similar frames of base metal; mirrors of base metal","Statuettes and other ornaments and photograph, picture or similar frames and mirrors, of base metal","","","259924","1","0","Statuettes and other ornaments and photograph, picture or similar frames and mirrors, of base metal","Statuettes and other ornaments of base metal; photograph, picture or similar frames of base metal; mirrors of base metal","1","1",""
"2599","42997","25.99.25","0","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel n.e.c.; clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets and the like, of base metal, of a kind used for clothing, footwear, awnings, handbags, travel goods or other made-up articles; tubular or bifurcated rivets, of base metal; beads and spangles of base metal","Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets and the like, of base metal, of a kind used for clothing, footwear, awnings, handbags, travel goods or other made-up articles; tubular or bifurcated rivets, of base metal; beads and spangles of base metal","","","259925","1","0","Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets and the like, of base metal, of a kind used for clothing, footwear, awnings, handbags, travel goods or other made-up articles; tubular or bifurcated rivets, of base metal; beads and spangles of base metal","Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel n.e.c.; clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets and the like, of base metal, of a kind used for clothing, footwear, awnings, handbags, travel goods or other made-up articles; tubular or bifurcated rivets, of base metal; beads and spangles of base metal","1","2",""
"2599","42998","25.99.26","0","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Ships' propellers and blades therefor","Ships' or boats' propellers and blades thereof","","","259926","1","0","Ships' or boats' propellers and blades thereof","Ships' propellers and blades therefor","1","1",""
"2599","42999","25.99.29","1","1","0","0","0","Manufacture of other fabricated metal products n.e.c.","Metal goods n.e.c.","Other articles of base metal n.e.c.","","","259929","1","0","Other articles of base metal n.e.c.","Metal goods n.e.c.","3","2",""
"2599","46931","25.99.29","1","1","0","0","0","Manufacture of other fabricated metal products n.e.c.","Permanent metallic magnets","Other articles of base metal n.e.c.","","","259929","1","0","Other articles of base metal n.e.c.","Permanent metallic magnets","3","1",""
"2599","88739","25.99.99","0","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Other fabricated metal product manufacturing services n.e.c.","Sub-contracted operations as part of manufacturing of other fabricated metal products n.e.c.","","","259999","1","0","Sub-contracted operations as part of manufacturing of other fabricated metal products n.e.c.","Other fabricated metal product manufacturing services n.e.c.","1","5","The services classified under CPC division 88 are performed on physical inputs owned by units other than the units providing the service"
"2599","49540","30.20.40","1","0","0","0","0","Manufacture of other fabricated metal products n.e.c.","Parts of railway or tramway locomotives or rolling stock; railway or tramway track fixtures and fittings, and parts thereof; mechanical (including electromechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields, and parts thereof","Parts of railway or tramway locomotives or rolling-stock; mechanical traffic control equipment","","","302040","1","1","Parts of railway or tramway locomotives or rolling-stock; mechanical traffic control equipment","Parts of railway or tramway locomotives or rolling stock; railway or tramway track fixtures and fittings, and parts thereof; mechanical (including electromechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields, and parts thereof","1","1",""
"26","","","","0","1","1","","Manufacture of computer, electronic and optical products","","","","","","","","","","","",""
"261","","","","0","1","1","","Manufacture of electronic components and boards","","","","","","","","","","","",""
"2610","47140","26.11.11","0","0","0","0","0","Manufacture of electronic components and boards","Thermionic, cold cathode or photo-cathode valves and tubes (including cathode ray tubes)","Cathode-ray television picture tubes; television camera tubes; other cathode-ray tubes","","","261111","1","0","Cathode-ray television picture tubes; television camera tubes; other cathode-ray tubes","Thermionic, cold cathode or photo-cathode valves and tubes (including cathode ray tubes)","1","2",""
"2610","47140","26.11.12","0","0","0","0","0","Manufacture of electronic components and boards","Thermionic, cold cathode or photo-cathode valves and tubes (including cathode ray tubes)","Magnetrons, klystrons, microwave tubes and other valve tubes","","","261112","1","0","Magnetrons, klystrons, microwave tubes and other valve tubes","Thermionic, cold cathode or photo-cathode valves and tubes (including cathode ray tubes)","1","2",""
"2610","47150","26.11.21","0","0","0","0","0","Manufacture of electronic components and boards","Diodes, transistors and similar semi-conductor devices; photosensitive semi-conductor devices; light emitting diodes; mounted piezo-electric crystals","Diodes; transistors; thyristors, diacs and triacs","","","261121","1","0","Diodes; transistors; thyristors, diacs and triacs","Diodes, transistors and similar semi-conductor devices; photosensitive semi-conductor devices; light emitting diodes; mounted piezo-electric crystals","1","2",""
"2610","47150","26.11.22","0","0","0","0","0","Manufacture of electronic components and boards","Diodes, transistors and similar semi-conductor devices; photosensitive semi-conductor devices; light emitting diodes; mounted piezo-electric crystals","Semiconductor devices; light-emitting diodes; mounted piezo-electric crystals; parts thereof","","","261122","1","0","Semiconductor devices; light-emitting diodes; mounted piezo-electric crystals; parts thereof","Diodes, transistors and similar semi-conductor devices; photosensitive semi-conductor devices; light emitting diodes; mounted piezo-electric crystals","1","2",""
"2610","47160","26.11.30","0","0","0","0","0","Manufacture of electronic components and boards","Electronic integrated circuits","Electronic integrated circuits","","","261130","1","0","Electronic integrated circuits","Electronic integrated circuits","1","1",""
