CPA 2.1,Name,Include,Exclude,URI
45.40.10,Wholesale trade services of motorcycles and related parts and accessories,,,454010
45.40.2,Specialised store retail trade services of motorcycles and related parts and accessories,,,45402
45.40.20,Specialised store retail trade services of motorcycles and related parts and accessories,,,454020
45.40.3,Other retail trade services of motorcycles and related parts and accessories,,,45403
45.40.30,Other retail trade services of motorcycles and related parts and accessories,,,454030
45.40.4,Wholesale trade services on a fee or contract basis of motorcycles and related parts and accessories,,,45404
45.40.40,Wholesale trade services on a fee or contract basis of motorcycles and related parts and accessories,,,454040
45.40.5,Maintenance and repair services of motorcycles,,,45405
45.40.50,Maintenance and repair services of motorcycles,,,454050
46,"Wholesale trade services, except of motor vehicles and motorcycles",,"This division excludes:
- wholesale trade services of motor vehicles and motorcycles, see division 45",46
46.1,Wholesale trade services on a fee or contract basis,,,461
46.11,"Wholesale trade services on a fee or contract basis of agricultural raw materials, live animals, textile raw materials and semi-finished goods",,,4611
46.11.1,"Wholesale trade services on a fee or contract basis of agricultural raw materials, live animals, textile raw materials and semi-finished goods",,,46111
46.11.11,Wholesale trade services on a fee or contract basis of live animals,,,461111
46.11.12,Wholesale trade services on a fee or contract basis of flowers and plants,,,461112
46.11.19,"Wholesale trade services on a fee or contract basis of other agricultural raw materials, textile raw materials and semi-finished goods",,,461119
46.12,"Wholesale trade services on a fee or contract basis of fuels, ores, metals and industrial chemicals",,,4612
46.12.1,"Wholesale trade services on a fee or contract basis of fuels, ores, metals and industrial chemicals",,,46121
46.12.11,"Wholesale trade services on a fee or contract basis of solid, liquid and gaseous fuels and related products",,,461211
46.12.12,Wholesale trade services on a fee or contract basis of metal ores and metal in primary forms,,,461212
46.12.13,"Wholesale trade services on a fee or contract basis of industrial chemicals, fertilisers and agrochemical products",,,461213
46.13,Wholesale trade services on a fee or contract basis of timber and building materials,,,4613
46.13.1,Wholesale trade services on a fee or contract basis of timber and building materials,,,46131
46.13.11,Wholesale trade services on a fee or contract basis of timber and products of timber,,,461311
46.13.12,Wholesale trade services on a fee or contract basis of building materials,,,461312
46.14,"Wholesale trade services on a fee or contract basis of machinery, industrial equipment, ships and aircraft",,,4614
46.14.1,"Wholesale trade services on a fee or contract basis of machinery, industrial equipment, ships and aircraft",,,46141
46.14.11,"Wholesale trade services on a fee or contract basis of computers, software, electronic and telecommunications equipment and other office equipment",,,461411
46.14.12,"Wholesale trade services on a fee or contract basis of ships, aircraft and other transport equipment n.e.c.",,,461412
46.14.19,Wholesale trade services on a fee or contract basis of other machinery and industrial equipment n.e.c.,,,461419
46.15,"Wholesale trade services on a fee or contract basis of furniture, household goods, hardware and ironmongery",,,4615
46.15.1,"Wholesale trade services on a fee or contract basis of furniture, household goods, hardware and ironmongery",,,46151
46.15.11,Wholesale trade services on a fee or contract basis of furniture,,,461511
46.15.12,"Wholesale trade services on a fee or contract basis of radio, television and video equipment",,,461512
46.15.13,Wholesale trade services on a fee or contract basis of hardware and hand tools,,,461513
46.15.19,Wholesale trade services on a fee or contract basis of cutlery and household goods n.e.c.,,,461519
46.16,"Wholesale trade services on a fee or contract basis of textiles, clothing, fur, footwear and leather goods",,,4616
46.16.1,"Wholesale trade services on a fee or contract basis of textiles, clothing, fur, footwear and leather goods",,,46161
46.16.11,Wholesale trade services on a fee or contract basis of textiles,"This subcategory includes sales on a fee or contract basis of:
- yarn and fabrics
- household linens, curtains, net curtains and diverse household articles of textile materials",,461611
46.16.12,"Wholesale trade services on a fee or contract basis of clothing, fur and footwear",,,461612
46.16.13,Wholesale trade services on a fee or contract basis of leather goods and travel accessories,,,461613
46.17,"Wholesale trade services on a fee or contract basis of food, beverages and tobacco",,,4617
46.17.1,"Wholesale trade services on a fee or contract basis of food, beverages and tobacco",,,46171
46.17.11,Wholesale trade services on a fee or contract basis of food,,,461711
46.17.12,Wholesale trade services on a fee or contract basis of beverages,,,461712
46.17.13,Wholesale trade services on a fee or contract basis of tobacco,,,461713
46.18,Wholesale trade services on a fee or contract basis of other particular products,,,4618
46.18.1,Wholesale trade services on a fee or contract basis of other particular products,,,46181
46.18.11,"Wholesale trade services on a fee or contract basis of pharmaceutical and medical goods, perfumery and toilet articles and cleaning materials",,,461811
46.18.12,"Wholesale trade services on a fee or contract basis of games and toys, sports goods, bicycles, books, newspapers, magazines and stationary, musical instruments, watches, clocks and jewellery, photographic and optical equipment",,,461812
46.18.19,Wholesale trade services on a fee or contract basis of other particular products n.e.c.,"This subcategory includes sales on a fee or contract basis of:
- paper and paperboard
- wood in the rough
- waste and scrap and materials for recycling
- particular ranges of products n.e.c.",,461819
46.19,Wholesale trade services on a fee or contract basis of a variety of goods,,,4619
46.19.1,Wholesale trade services on a fee or contract basis of a variety of goods,,,46191
46.19.10,Wholesale trade services on a fee or contract basis of a variety of goods,,,461910
46.2,Wholesale trade services of agricultural raw materials and live animals,,,462
46.21,"Wholesale trade services of grain, unmanufactured tobacco, seeds and animal feeds",,,4621
46.21.1,"Wholesale trade services of grain, seeds and animal feeds",,,46211
46.21.11,Wholesale trade services of grain,,,462111
46.21.12,Wholesale trade services of seeds (other than oil seeds),,,462112
46.21.13,Wholesale trade services of oil seeds and oleaginous fruits,,,462113
46.21.14,Wholesale trade services of animal feeds,,,462114
46.21.19,Wholesale trade services of other agricultural raw materials n.e.c.,,,462119
46.21.2,Wholesale trade services of unmanufactured tobacco,,,46212
46.21.20,Wholesale trade services of unmanufactured tobacco,,,462120
46.22,Wholesale trade services of flowers and plants,,,4622
46.22.1,Wholesale trade services of flowers and plants,,,46221
46.22.10,Wholesale trade services of flowers and plants,,,462210
46.23,Wholesale trade services of live animals,,,4623
46.23.1,Wholesale trade services of live animals,,,46231
46.23.10,Wholesale trade services of live animals,,,462310
46.24,"Wholesale trade services of hides, skins and leather",,,4624
46.24.1,"Wholesale trade services of hides, skins and leather",,,46241
46.24.10,"Wholesale trade services of hides, skins and leather",,,462410
46.3,"Wholesale trade services of food, beverages and tobacco",,,463
46.31,Wholesale trade services of fruit and vegetables,,,4631
46.31.1,Wholesale trade services of fruit and vegetables,,,46311
46.31.11,Wholesale trade services of fresh fruit and vegetables,,,463111
46.31.12,Wholesale trade services of processed fruit and vegetables,,,463112
46.32,Wholesale trade services of meat and meat products,,,4632
46.32.1,Wholesale trade services of meat and meat products,,,46321
46.32.11,Wholesale trade services of meat (including poultry),,,463211
46.32.12,Wholesale trade services of meat products (including poultry products),,,463212
46.33,"Wholesale trade services of dairy products, eggs and edible oils and fats",,,4633
46.33.1,"Wholesale trade services of dairy products, eggs and edible oils and fats",,,46331
46.33.11,Wholesale trade services of dairy products,,,463311
46.33.12,Wholesale trade services of eggs,,,463312
46.33.13,Wholesale trade services of edible oils and fats,,,463313
46.34,Wholesale trade services of beverages,,,4634
46.34.1,Wholesale trade services of beverages,,,46341
46.34.11,"Wholesale trade services of juices, mineral waters, soft drinks and other non-alcoholic beverages",,,463411
46.34.12,Wholesale trade services of alcoholic beverages,,,463412
46.35,Wholesale trade services of tobacco products,,,4635
46.35.1,Wholesale trade services of tobacco products,,,46351
46.35.10,Wholesale trade services of tobacco products,,,463510
46.36,Wholesale trade services of sugar and chocolate and sugar confectionery,,,4636
46.36.1,"Wholesale trade services of sugar, chocolate and sugar confectionery",,,46361
46.36.11,Wholesale trade services of sugar,,,463611
46.36.12,Wholesale trade services of bakery products,,,463612
46.36.13,Wholesale trade services of chocolate and sugar confectionery,,,463613
46.37,"Wholesale trade services of coffee, tea, cocoa and spices",,,4637
46.37.1,"Wholesale trade services of coffee, tea, cocoa and spices",,,46371
46.37.10,"Wholesale trade services of coffee, tea, cocoa and spices",,,463710
46.38,"Wholesale trade services of other food, including fish, crustaceans and molluscs",,,4638
46.38.1,"Wholesale trade services of fish, crustaceans and molluscs",,,46381
46.38.10,"Wholesale trade services of fish, crustaceans and molluscs",,,463810
46.38.2,Wholesale trade services of other food products,,,46382
46.38.21,Wholesale trade services of homogenised food preparations and dietetic food,,,463821
46.38.29,Wholesale trade services of other food products n.e.c.,,,463829
46.39,"Non-specialised wholesale trade services of food, beverages and tobacco",,,4639
46.39.1,"Wholesale trade services of food, beverages and tobacco, non-specialised",,,46391
46.39.11,"Wholesale trade services of frozen food, non-specialised",,,463911
46.39.12,"Wholesale trade services of food, not frozen, beverages and tobacco, non-specialised",,,463912
46.4,Wholesale trade services of household goods,,,464
46.41,Wholesale trade services of textiles,,,4641
46.41.1,Wholesale trade services of textiles,,,46411
46.41.11,Wholesale trade services of yarn,,,464111
46.41.12,Wholesale trade services of fabrics,,,464112
46.41.13,"Wholesale trade services of household linens, curtains and diverse household articles of textile materials",,,464113
46.41.14,Wholesale trade services of haberdashery,,,464114
46.42,Wholesale trade services of clothing and footwear,,,4642
46.42.1,Wholesale trade services of clothing and footwear,,,46421
46.42.11,Wholesale trade services of clothing,,,464211
46.42.12,Wholesale trade services of footwear,,,464212
46.43,Wholesale trade services of electrical household appliances,,,4643
46.43.1,Wholesale trade services of electrical household appliances,,,46431
46.43.11,"Wholesale trade services of electrical household appliances, except radio, television and photographic goods",,"This subcategory excludes:
- wholesale trade services of radio, television, video and DVD equipment, se 46..43.12
- wholesale trade services of photographic and optical goods, see 46.43.14",464311
46.43.12,"Wholesale trade services of radio, television, video and DVD equipment",,,464312
46.43.13,"Wholesale trade services of records, audio and video tapes, CDs and DVDs (except blank tapes)",,"This subcategory excludes:
- wholesale trade services of blank tapes, see 46.52.13",464313
46.43.14,Wholesale trade services of photographic and optical goods,,,464314
46.44,Wholesale trade services of china and glassware and cleaning materials,,,4644
46.44.1,Wholesale trade services of china and glassware and cleaning materials,,,46441
46.44.11,"Wholesale trade services of glassware, china and pottery",,,464411
46.44.12,Wholesale trade services of cleaning materials,,,464412
46.45,Wholesale trade services of perfume and cosmetics,,,4645
46.45.1,Wholesale trade services of perfume and cosmetics,,,46451
46.45.10,Wholesale trade services of perfume and cosmetics,"This subcategory includes:
- wholesale trade services of perfumery, cosmetics and soaps",,464510
46.46,Wholesale trade services of pharmaceutical goods,,,4646
46.46.1,Wholesale trade services of pharmaceutical goods,,,46461
46.46.11,Wholesale trade services of basic pharmaceutical products and pharmaceutical preparations,,,464611
46.46.12,"Wholesale trade services of surgical, medical and orthopaedic instruments and devices",,,464612
46.47,"Wholesale trade services of furniture, carpets and lighting equipment",,,4647
46.47.1,"Wholesale trade services of furniture, carpets and lighting equipment",,,46471
46.47.11,Wholesale trade services of household furniture,,,464711
46.47.12,Wholesale trade services of lighting equipment,,,464712
46.47.13,Wholesale trade services of carpets and rugs,,,464713
46.48,Wholesale trade services of watches and jewellery,,,4648
46.48.1,Wholesale trade services of watches and jewellery,,,46481
46.48.10,Wholesale trade services of watches and jewellery,,,464810
46.49,Wholesale trade services of other household goods,,,4649
46.49.1,"Wholesale trade services of cutlery and domestic metal ware, wickerwork, cork goods and other household articles n.e.c.",,,46491
46.49.11,Wholesale trade services of cutlery and domestic metal ware,,,464911
46.49.12,"Wholesale trade services of wickerwork, cork goods, cooper's ware and other wooden ware",,,464912
46.49.19,Wholesale trade services of household articles and equipment n.e.c.,,,464919
46.49.2,"Wholesale trade services of books, magazines and stationery",,,46492
46.49.21,Wholesale trade services of books,,,464921
46.49.22,Wholesale trade services of magazines and newspapers,,,464922
46.49.23,Wholesale trade services of stationery,,,464923
46.49.3,Wholesale trade services of other consumer goods,,,46493
46.49.31,Wholesale trade services of musical instruments,,,464931
46.49.32,Wholesale trade services of games and toys,,,464932
46.49.33,Wholesale trade services of sports goods (incl. bicycles),,,464933
46.49.34,Wholesale trade services of leather goods and travel accessories,,,464934
46.49.35,Wholesale trade services of stamps and coins,,,464935
46.49.36,Wholesale trade services of souvenirs and arts,,,464936
46.49.39,Wholesale trade services of other consumer goods n.e.c.,,,464939
46.5,Wholesale trade services of information and communication equipment,,,465
46.51,"Wholesale trade services of computers, computer peripheral equipment and software",,,4651
46.51.1,"Wholesale trade services of computers, computer peripheral equipment and software",,,46511
46.51.10,"Wholesale trade services of computers, computer peripheral equipment and software",,,465110
46.52,Wholesale trade services of electronic and telecommunications equipment and parts,,,4652
46.52.1,Wholesale trade services of electronic and telecommunications equipment and parts,,,46521
46.52.11,Wholesale trade services of telecommunications equipment and parts,,,465211
46.52.12,Wholesale trade services of electronic equipment and parts,,,465212
46.52.13,"Wholesale trade services of blank audio and video tapes and diskettes, magnetic and optical disks CDs and DVDs",,,465213
46.6,"Wholesale trade services of other machinery, equipment and supplies",,,466
46.61,"Wholesale trade services of agricultural machinery, equipment and supplies",,,4661
46.61.1,"Wholesale trade services of agricultural machinery, equipment and supplies",,,46611
46.61.11,"Wholesale trade services of agricultural and forestry machinery, equipment and supplies, including tractors",,,466111
46.61.12,"Wholesale trade services of lawn and garden machinery, equipment and supplies",,,466112
46.62,Wholesale trade services of machine tools,,,4662
46.62.1,Wholesale trade services of machine tools,,,46621
46.62.11,Wholesale trade services of machine tools for working wood,,,466211
46.62.12,Wholesale trade services of machine tools for working metal,,,466212
46.62.19,Wholesale trade services of machine tools for working other materials,,,466219
46.63,"Wholesale trade services of mining, construction and civil engineering machinery",,,4663
46.63.1,"Wholesale trade services of mining, construction and civil engineering machinery",,,46631
46.63.10,"Wholesale trade services of mining, construction and civil engineering machinery",,,466310
46.64,Wholesale trade services of machinery for the textile industry and of sewing and knitting machines,,,4664
46.64.1,Wholesale trade services of machinery for the textile industry and of sewing and knitting machines,,,46641
46.64.10,Wholesale trade services of machinery for the textile industry and of sewing and knitting machines,,,466410
46.65,Wholesale trade services of office furniture,,,4665
46.65.1,Wholesale trade services of office furniture,,,46651
46.65.10,Wholesale trade services of office furniture,,,466510
46.66,Wholesale trade services of other office machinery and equipment,,,4666
46.66.1,Wholesale trade services of other office machinery and equipment,,,46661
46.66.10,Wholesale trade services of other office machinery and equipment,,,466610
46.69,Wholesale trade services of other machinery and equipment,,,4669
46.69.1,Wholesale trade services of other machinery and equipment,,,46691
46.69.11,"Wholesale trade services of transport equipment other than motor vehicles, motorcycles and bicycles",,,466911
46.69.12,Wholesale trade services of machinery and equipment related supplies,,,466912
46.69.13,Wholesale trade services of lifting and handling equipment,,,466913
46.69.14,"Wholesale trade services of machinery for the food, beverages and tobacco industry",,,466914
46.69.15,"Wholesale trade services of professional electrical machinery, apparatus and materials",,,466915
46.69.16,Wholesale trade services of weapons and ammunitions,,,466916
46.69.19,"Wholesale trade services of other general and special-purpose machinery, apparatus and equipment",,,466919
46.7,Other specialised wholesale trade services,,,467
46.71,"Wholesale trade services of solid, liquid and gaseous fuels and related products",,,4671
46.71.1,"Wholesale trade services of solid, liquid and gaseous fuels and related products",,,46711
46.71.11,Wholesale trade services of solid fuels,,,467111
46.71.12,"Wholesale trade services of motor spirit, including aviation spirit",,,467112
46.71.13,Wholesale trade services of other liquid and gaseous fuels and related products,,,467113
46.72,Wholesale trade services of metals and metal ores,,,4672
46.72.1,Wholesale trade services of metals and metal ores,,,46721
46.72.11,Wholesale trade services of iron ores,,,467211
46.72.12,Wholesale trade services of non-iron ores,,,467212
46.72.13,Wholesale trade services of iron and steel in primary forms,,,467213
46.72.14,Wholesale trade services of non-iron metals in primary forms,,,467214
46.73,"Wholesale trade services of wood, construction materials and sanitary equipment",,,4673
46.73.1,"Wholesale trade services of wood, construction materials and sanitary equipment",,,46731
46.73.11,Wholesale trade services of wood in the rough,,,467311
46.73.12,Wholesale trade services of products of primary processing of wood,,,467312
46.73.13,Wholesale trade services of sanitary equipment,,,467313
46.73.14,"Wholesale trade services of paints, varnishes and lacquers",,,467314
46.73.15,Wholesale trade services of flat glass,,,467315
46.73.16,Wholesale trade services of other construction materials,,,467316
46.73.17,Wholesale trade services of wallpaper,,,467317
46.73.18,Wholesale trade services of floor coverings (except carpets),,"This subcategory excludes:
- wholesale trade services of carpets, see 46.47.13",467318
46.74,"Wholesale trade services of hardware, plumbing and heating equipment and supplies",,,4674
46.74.1,"Wholesale trade services of hardware, plumbing and heating equipment and supplies",,,46741
46.74.11,Wholesale trade services of hardware,,,467411
46.74.12,Wholesale trade services of plumbing and heating equipment and supplies,,,467412
46.74.13,Wholesale trade services of hand tools,,,467413
46.75,Wholesale trade services of chemical products,,,4675
46.75.1,Wholesale trade services of chemical products,,,46751
46.75.11,Wholesale trade services of fertilisers and agro-chemical products,,,467511
46.75.12,Wholesale trade services of industrial chemicals,,,467512
46.76,Wholesale trade services of other intermediate products,,,4676
46.76.1,Wholesale trade services of other intermediate products,,,46761
46.76.11,Wholesale trade services of paper and paperboard,,,467611
46.76.12,Wholesale trade services of textile fibres,,,467612
46.76.13,Wholesale trade services of plastics and rubber in primary forms,,,467613
46.76.19,"Wholesale trade services of intermediate products, other than agricultural, n.e.c.",,,467619
46.77,Wholesale trade services of waste and scrap,,,4677
46.77.1,Wholesale trade services of waste and scrap,,,46771
46.77.10,Wholesale trade services of waste and scrap,,,467710
46.9,Non-specialised wholesale trade services,,,469
46.90,Non-specialised wholesale trade services,,,4690
46.90.1,Non-specialised wholesale trade services,,,46901
46.90.10,Non-specialised wholesale trade services,,,469010
47,"Retail trade services, except of motor vehicles and motorcycles",,"This division excludes:
- retail trade services of motor vehicles and motorcycles, see division 45",47
47.0,"Retail trade services, except of motor vehicles and motorcycles",,"This group excludes:
- retail trade services of motor vehicles and motorcycles, see 45",470
47.00,"Retail trade services, except of motor vehicles and motorcycles",,"This class excludes:
- retail trade services of motor vehicles and motorcycles, see 45",4700
47.00.1,"Retail trade services of fruit, vegetables, meat, fish, bakery and dairy products and eggs",,,47001
47.00.11,Retail trade services of fresh fruit and vegetables,,,470011
47.00.12,Retail trade services of processed fruit and vegetables,,,470012
47.00.13,Retail trade services of meat,,,470013
47.00.14,Retail trade services of meat products,,,470014
47.00.15,"Retail trade services of fish, crustaceans and molluscs",,,470015
47.00.16,Retail trade services of bakery products,,,470016
47.00.17,Retail trade services of sugar confectionery,,,470017
47.00.18,Retail trade services of dairy products,,,470018
47.00.19,Retail trade services of eggs,,,470019
47.00.2,"Retail trade services of other food products, beverages and tobacco",,,47002
47.00.21,"Retail trade services of coffee, tea, cocoa and spices",,,470021
47.00.22,Retail trade services of edible oils and fats,,,470022
47.00.23,Retail trade services of homogenised food preparations and dietetic food,,,470023
47.00.24,Retail trade services of other food products n.e.c.,,,470024
47.00.25,Retail trade services of alcoholic beverages,,,470025
47.00.26,Retail trade services of other beverages,,,470026
47.00.27,Retail trade services of tobacco products,,,470027
47.00.3,Retail trade services of information and communication equipment,,,47003
47.00.31,"Retail trade services of computers, peripheral units and software",,"This subcategory excludes:
- retail trade services of blank disks and tapes, see 47.00.64",470031
47.00.32,Retail trade services of telecommunications equipment,,,470032
47.00.33,Retail trade services of audio and video equipment,,,470033
47.00.4,Retail trade services of construction materials and hardware,,,47004
47.00.41,Retail trade services of hardware,,,470041
47.00.42,"Retail trade services of paints, varnishes and lacquers",,,470042
47.00.43,Retail trade services of flat glass,,,470043
47.00.44,Retail trade services lawn and garden equipment,,,470044
47.00.45,Retail trade services of plumbing and heating equipment and supplies,,,470045
47.00.46,Retail trade services of sanitary equipment,,,470046
47.00.47,Retail trade services of hand tools,,,470047
47.00.49,Retail trade services of construction materials n.e.c.,,,470049
47.00.5,Retail trade services of household articles,,,47005
47.00.51,Retail trade services of textiles,"This subcategory includes retail trade services in specialised stores of:
- fabrics 
- knitting yarn
- basic materials for rug, tapestry and embroidery making
- household linens, tablecloths, towels and diverse household articles of textile materials
- needles, knitting needles and similar articles",,470051
47.00.52,Retail trade services of curtains and net curtains,,,470052
47.00.53,"Retail trade services of wallpaper and floor coverings, carpets and rugs",,,470053
47.00.54,Retail trade services of electrical household appliances,,,470054
47.00.55,Retail trade services of furniture,,,470055
47.00.56,Retail trade services of articles for lighting,,,470056
47.00.57,"Retail trade services of wooden ware, cork goods and wickerwork goods",,,470057
47.00.58,Retail trade services of musical instruments and music scores,,,470058
47.00.59,"Retail trade services of crockery, glassware, china, pottery, cutlery and non-electrical household appliances, articles and equipment n.e.c.","This subcategory includes:
- retail trade services of crockery, glassware, china, pottery and cutlery
- retail trade services of security systems, such as locking devices, safes, and vaults, without installation or maintenance services",,470059
47.00.6,Retail trade services of cultural and recreational goods,,,47006
47.00.61,Retail trade services of books,,,470061
47.00.62,Retail trade services of newspapers and magazines,,,470062
47.00.63,Retail trade services of stationery,,,470063
47.00.64,Retail trade services of music and video recordings,,,470064
47.00.65,Retail trade services of sporting equipment,,,470065
47.00.66,Retail trade services of camping equipment,,,470066
47.00.67,Retail trade services of games and toys,,,470067
47.00.68,Retail trade services of stamps and coins,,,470068
47.00.69,Retail trade services of souvenirs and arts,,"This subcategory excludes:
- retail trade services of antiques, see 47.00.91",470069
47.00.7,"Retail trade services of clothing, pharmaceutical and medical goods, toilet articles, flowers, plants, pet animals and pet food",,,47007
47.00.71,Retail trade services of clothing,,,470071
47.00.72,Retail trade services of footwear,,,470072
47.00.73,Retail trade services of leather goods and travel accessories,,,470073
47.00.74,Retail trade services of pharmaceutical goods,,,470074
47.00.75,Retail trade services of medical and orthopaedic goods,,,470075
47.00.76,Retail trade services of cosmetic and toilet articles,,,470076
47.00.77,"Retail trade services of flowers, plants and seeds",,,470077
47.00.78,Retail trade services of fertilisers and agro-chemical products,,,470078
47.00.79,Retail trade services of pet animals and pet food,,,470079
47.00.8,Retail trade services of automotive fuel and other new goods n.e.c.,,,47008
47.00.81,Retail trade services of automotive fuel,,,470081
47.00.82,Retail trade services of watches and jewellery,,,470082
47.00.83,"Retail trade services of photographic, optical and precision equipment, services of opticians",,,470083
47.00.84,Retail trade services of cleaning materials,,,470084
47.00.85,"Retail trade services of household fuel oil, bottled gas, coal and wood",,,470085
47.00.86,Retail trade services of other non-food consumer products n.e.c.,,,470086
47.00.87,Retail trade services of agricultural raw materials n.e.c.,"This subcategory includes specialised store retail trade services of:
- grains, oilseeds, other agricultural seeds and agricultural animal feed
- live agricultural animals
- other agricultural raw materials n.e.c.",,470087
47.00.88,Retail trade services of machinery and equipment n.e.c.,"This subcategory includes retail trade services of:
- office machinery and equipment
- industry-specific machinery and equipment and related operating supplies
- other machinery and equipment n.e.c.",,470088
47.00.89,Retail trade services of non-food non-consumer products n.e.c.,"This subcategory includes retail trade services of:
- paper and paperboard
- minerals and other non-food non-consumer products n.e.c.",,470089
47.00.9,Retail trade services of second-hand goods,,,47009
47.00.91,Retail trade services of antiques,,,470091
47.00.92,Retail trade services of second-hand books,,,470092
47.00.99,Retail trade services of other second-hand goods,,,470099
49,Land transport services and transport services via pipelines,,,49
49.1,"Passenger rail transport services, interurban",,,491
49.10,"Passenger rail transport services, interurban",,,4910
49.10.1,"Passenger rail transport services, interurban",,,49101
49.10.11,Passenger rail transport services for sightseeing,,,491011
49.10.19,"Other passenger rail transport services, interurban","This subcategory includes:
- interurban passenger transport services provided by railway, regardless of the distance covered and the class used
- transport services for accompanying vehicles, luggage, animals and other items","This subcategory excludes:
- passenger transport services by urban and suburban railways, see 49.31.10
- services incidental to railway transport such as switching and shunting services, railroad infrastructure operation services and passenger terminal services, see 52.21.1
- sleeping car services, see 55.90.13
- dining car services, see 56.10.12",491019
49.2,Freight rail transport services,,,492
49.20,Freight rail transport services,,,4920
49.20.1,Freight rail transport services,"This category includes: 
- freight transport services on mainline rail networks as well as shortline freight railroads","This category excludes: 
- warehousing and storage services, see 52.10.1
- services incidental to railway transport such as switching and shunting services, railroad infrastructure operation services and freight terminal services, see 52.21.1
- cargo handling services, see 52.24.1",49201
49.20.11,Railway transport services of freight by refrigerator cars,"This subcategory includes:
- railway transport services of frozen or refrigerated goods, in special refrigerator cars",,492011
49.20.12,"Railway transport services of freight by tanker cars, petroleum products","This subcategory includes:
- railway transport services of petroleum products (crude oil, natural gas and refined petroleum products) in special tank cars",,492012
49.20.13,"Railway transport services of freight by tanker cars, bulk liquids and gases","This subcategory includes:
- railway transport services of other bulk liquids or gases in special tank cars",,492013
49.20.14,Railway transport services of intermodal containers,"This subcategory includes:
- railway transport services of individual articles and packages assembled and shipped in specially constructed shipping containers designed for ease of handling in transport",,492014
49.20.15,Railway transport services of letters and parcels,"This subcategory includes:
- railway transport services of mail on behalf of national and foreign postal authorities
- railway transport services of letters and parcels on behalf of postal and courier services",,492015
49.20.16,Railway transport services of dry bulk goods,"This subcategory includes:
- railway transport services of dry bulk goods such as cereals, flours, cement, sand, coal etc.",,492016
49.20.19,Other railway transport services of freight,"This subcategory includes:
- railway transport services of cars, trucks and truck trailers
- railway transport services of live animals
- transport services by railway of other freight n.e.c.","This subcategory excludes:
- transport services by railway of passengers and their accompanying vehicles, see 49.10.19",492019
49.3,Other passenger land transport services,,,493
49.31,Urban and suburban passenger land transport services,,,4931
49.31.1,Urban and suburban railway transport services of passengers,,,49311
49.31.10,Urban and suburban railway transport services of passengers,"This subcategory includes:
- urban and suburban passenger transport services by railway

Urban traffic is defined as traffic, the origin and destination of which are within the borders of the same urban unit; and suburban commuter traffic as traffic within a greater metropolitan area including contiguous cities.

- services provided by urban mass transit railways (underground or elevated railway)
- transport services of accompanying vehicles, luggage, animals and other items","This subcategory excludes:
- passenger transport services by inter-urban railways, see 49.10.1
- services provided by tramways, see 49.31.21",493110
49.31.2,Other urban and suburban passenger land transport services,,,49312
49.31.21,Urban and suburban scheduled road transport services of passengers,"This subcategory includes:
- passenger transport services over predetermined routes on a predetermined schedule open to any user by motor-bus, tramway, trolley bus and similar, rendered within the confines of a single city or group of contiguous cities
- transport services of accompanying luggage, animals and other items that may be carried at no extra cost","This subcategory excludes:
- urban and suburban passenger transport services by railway, see 49.31.10",493121
49.31.22,Mixed mode urban and suburban scheduled transport services of passengers,"This subcategory includes:
- provision of services of urban and suburban passenger transport, using more than one mode of transport over regular routes and on regular schedules",,493122
49.32,Taxi operation services,,,4932
49.32.1,Taxi operation services,,,49321
49.32.11,Taxi services,"This subcategory includes:
- motorised taxi services, including urban, suburban and interurban
- non-scheduled airport shuttle services

These services are generally rendered on a distance-travelled basis and to a specific destination.","This subcategory excludes:
- man or animal-drawn taxi services, see 49.39.35
- water and air taxi services, see 50.30.19 and 51.10.12, respectively
- ambulance services, see 86.90.14",493211
49.32.12,Rental services of passenger cars with driver,"This subcategory includes:
- chauffeur-driven rental car services, wherever delivered, except taxi services
 
These services are generally supplied on a time basis to a limited number of passengers and frequently involve transportation to more than one destination.",,493212
49.39,Other passenger land transport services n.e.c.,,,4939
49.39.1,Interurban and special-purpose scheduled passenger land transport services,,,49391
49.39.11,Interurban scheduled road transport services of passengers,"This subcategory includes:
- interurban passenger transport services over predetermined routes on a predetermined schedule open to any user by motor bus, tramway, trolley bus and similar transport vehicles
- transport services of accompanying luggage, animals and other items that may be carried at no extra cost",,493911
49.39.12,Interurban special-purpose scheduled road transport services of passengers,"This subcategory includes:
- interurban road passenger transport services over predetermined routes on a predetermined schedule for a specific segment of users
- scheduled interurban shuttle services, e.g. airport shuttles",,493912
49.39.13,Other special-purpose scheduled road transport services of passengers,"This subcategory includes:
- urban and suburban passenger transport services over predetermined routes on a predetermined schedule for a specific segment of users, e.g. colleges or enterprises
- scheduled urban and suburban shuttle services, e.g. airport shuttles
- all passenger school bus services to carry pupils between their homes and school and between schools, including in rural areas","This subcategory excludes: 
- taxi services, see 49.32.11
- non-scheduled airport shuttle services, see 49.32.11
- chauffeur-driven car rental services, see 49.32.12
- operation services of funiculars, aerial cableways etc., if not part of urban, suburban or metropolitan transit systems, see 49.39.20
- sightseeing road transportation, see 49.39.32",493913
49.39.2,"Passenger transport services by funiculars, teleferics and ski-lifts",,,49392
