NAICS 2017,NACE Rev. 2,NACE Rev. 2,US NAICS 2017,Notes
221111,35.11,Production of electricity,Hydroelectric Power Generation,
221112,35.11,Production of electricity,Fossil Fuel Electric Power Generation,
221113,35.11,Production of electricity,Nuclear Electric Power Generation,
221114,35.11,Production of electricity,Solar Electric Power Generation,
221115,35.11,Production of electricity,Wind Electric Power Generation,
221116,35.11,Production of electricity,Geothermal Electric Power Generation,
221117,35.11,Production of electricity,Biomass Electric Power Generation,
221118,35.11,Production of electricity,Other Electric Power Generation,"except solar, wind, geothermal, and biomass electric power generation"
221121,35.12,Transmission of electricity,Electric Bulk Power Transmission and Control,
221122,35.13,Distribution of electricity,Electric Power Distribution,
221122,35.14,Trade of electricity,Electric Power Distribution,
221210,35.21,Manufacture of gas,Natural Gas Distribution,
221210,35.22,Distribution of gaseous fuels through mains,Natural Gas Distribution,
221210,35.23,Trade of gas through mains,Natural Gas Distribution,
221330,35.30,Steam and air conditioning supply,Steam and Air-Conditioning Supply,
312113,35.30,Steam and air conditioning supply,Ice Manufacturing,
221310,36.00,"Water collection, treatment and supply",Water Supply and Irrigation Systems,Except long distance water pipelines
221320,37.00,Sewerage,Sewage Treatment Facilities,
562219,37.00,Sewerage,Other Nonhazardous Waste Treatment and Disposal,Treatment and filtration of nonhazardous industrial waste water (not part of sewer system)
562991,37.00,Sewerage,Septic Tank and Related Services,
562998,37.00,Sewerage,All Other Miscellaneous Waste Management Services,
562111,38.11,Collection of non-hazardous waste,Solid Waste Collection,
562119,38.11,Collection of non-hazardous waste,Other Waste Collection,
562112,38.12,Collection of hazardous waste,Hazardous Waste Collection,
562212,38.21,Treatment and disposal of non-hazardous waste,Solid Waste Landfill,
562213,38.21,Treatment and disposal of non-hazardous waste,Solid Waste Combustors and Incinerators,Except treatment and filtration of nonhazardous industrial waste water (not part of sewer system)
562219,38.21,Treatment and disposal of non-hazardous waste,Other Nonhazardous Waste Treatment and Disposal,
562211,38.22,Treatment and disposal of hazardous waste,Hazardous Waste Treatment and Disposal,
488390,38.31,Dismantling of wrecks,Other Support Activities for Water Transportation,Ship breaking or dismantling done on a floating dry dock
562920,38.32,Recovery of sorted materials,Materials Recovery Facilities,
562910,39.00,Remediation activities and other waste management services,Remediation Services,
236117,41.10,Development of building projects,New Housing Operative Builders,
236115,41.20,Construction of residential and non-residential buildings,New Single-Family Housing (except Operative Builders),
236116,41.20,Construction of residential and non-residential buildings,New Multifamily Housing Construction (except Operative Builders),
236118,41.20,Construction of residential and non-residential buildings,Residential Remodelers,
236210,41.20,Construction of residential and non-residential buildings,Industrial Building Construction,Except chemical plant and industrial oven construction
236220,41.20,Construction of residential and non-residential buildings,Commercial and Institutional Building Construction,Except stadium construction
237310,42.11,Construction of roads and motorways,"Highway, Street, and Bridge Construction",Except traffic signaling and highway lighting installation contractors
237990,42.11,Construction of roads and motorways,Other Heavy and Civil Engineering Construction,Road painting and other marking;  installation of crash barriers
238990,42.11,Construction of roads and motorways,All Other Specialty Trade Contractors,"Interlocking block walkways, driveways, patios, etc."
237990,42.12,Construction of railways and underground railways,Other Heavy and Civil Engineering Construction,Construction of subways and railroads
237310,42.13,Construction of bridges and tunnels,"Highway, Street, and Bridge Construction",Except traffic signaling and highway lighting installation contractors
237990,42.13,Construction of bridges and tunnels,Other Heavy and Civil Engineering Construction,Construction of tunnels
237110,42.21,Construction of utility projects for fluids,Water and Sewer Line and Related Structures Construction,
237120,42.21,Construction of utility projects for fluids,Oil and Gas Pipeline and Related Structures Construction,Except refinery construction
237130,42.22,Construction of utility projects for electricity and telecommunications,Power and Communication Line and Related Structures Construction,
237990,42.22,Construction of utility projects for electricity and telecommunications,Other Heavy and Civil Engineering Construction,Construction of hydroelectric generating facilities
237990,42.91,Construction of water projects,Other Heavy and Civil Engineering Construction,Marine construction projects
236210,42.99,Construction of other civil engineering projects n.e.c.,Industrial Building Construction,Chemical plant construction
236220,42.99,Construction of other civil engineering projects n.e.c.,Commercial and Institutional Building Construction,Stadium construction
237120,42.99,Construction of other civil engineering projects n.e.c.,Oil and Gas Pipeline and Related Structures Construction,Refinery construction
237210,42.99,Construction of other civil engineering projects n.e.c.,Land Subdivision,
237990,42.99,Construction of other civil engineering projects n.e.c.,Other Heavy and Civil Engineering Construction,"Ski lift construction, outdoor recreational facility construction including athletic fields, golf courses, playgrounds, tennis courts, and similar"
238910,43.11,Demolition,Site Preparation Contractors,Demolition of buildings and other structures
213113,43.12,Site preparation,Support Activities for Coal Mining,Overburden removal for coal mining
213114,43.12,Site preparation,Support Activities for Metal Mining,"Overburden removal for ferrous metal mining, performed on a contract or fee basis"
213115,43.12,Site preparation,Support Activities for Nonmetallic Minerals (except Fuels) Mining,"Overburden removal for nonmetallic mining, performed on a contract or fee basis"
237990,43.12,Site preparation,Other Heavy and Civil Engineering Construction,"Drainage projects (such as urban storm water runoff control systems), soil stabilization using anchored earth procedures"
238910,43.12,Site preparation,Site Preparation Contractors,"Except demolition, septic and cess pool installation, pile driving and rental of construction equipment (except bulldozers) with operator"
237990,43.13,Test drilling and boring,Other Heavy and Civil Engineering Construction,"Microtunneling (horizontal drilling to install cables, conduit, drains, and similar)"
238910,43.13,Test drilling and boring,Site Preparation Contractors,"Soil test drilling, test boring for construction"
237310,43.21,Electrical installation,"Highway, Street, and Bridge Construction",Traffic signaling and lighting installation contractors (if they are specialized in this activity only)
238210,43.21,Electrical installation,Electrical Contractors,
238290,43.21,Electrical installation,Other Building Equipment Contractors,Installation of residential satellite dishes
238220,43.22,"Plumbing, heat and air-conditioning installation","Plumbing, Heating, and Air-Conditioning Contractors","Except boiler chipping, cleaning, and scaling; industrial furnace and power boiler installation; chimney liner installation"
238290,43.29,Other construction installation,Other Building Equipment Contractors,
238310,43.29,Other construction installation,Drywall and Insulation Contractors,"Soundproofing and building insulation contractors (wall cavity, attic, for example)"
238140,43.31,Plastering,Masonry Contractors,Stucco contractors
238310,43.31,Plastering,Drywall and Insulation Contractors,"Plastering (i.e., ornamental, plain) contractors"
238350,43.32,Joinery installation,Finish Carpentry Contractors,
238320,43.33,Floor and wall covering,Painting and Wall Covering Contractors,
238330,43.33,Floor and wall covering,Flooring Contractors,Except fireproof flooring construction contractors
238340,43.33,Floor and wall covering,Tile and Terrazzo Contractors,
238150,43.34,Painting and glazing,Glass and Glazing Contractors,
238320,43.34,Painting and glazing,Painting and Wall Covering Contractors,
238310,43.39,Other building completion and finishing,Drywall and Insulation Contractors,Fireproof flooring construction contractors. Except soundproofing and building insulation contractors
238390,43.39,Other building completion and finishing,Other Building Finishing Contractors,"Except waterproofing, damp proofing, bathtub refinishing and installation of custom sheet metal work fabricated on site"
238160,43.91,Roofing activities,Roofing Contractors,
238170,43.91,Roofing activities,Siding Contractors,
236210,43.99,Other specialised construction activities n.e.c.,Industrial Building Construction,Industrial oven construction
238110,43.99,Other specialised construction activities n.e.c.,Poured Concrete Foundation and Structure Contractors,
238120,43.99,Other specialised construction activities n.e.c.,Structural Steel and Precast Concrete Contractors,
238130,43.99,Other specialised construction activities n.e.c.,Framing Contractors,
238140,43.99,Other specialised construction activities n.e.c.,Masonry Contractors,Except stucco installation contractors
238190,43.99,Other specialised construction activities n.e.c.,"Other Foundation, Structure, and Building Exterior Contractors",Except building fireproofing contractors
238220,43.99,Other specialised construction activities n.e.c.,"Plumbing, Heating, and Air-Conditioning Contractors",Chimney liner installation
238310,43.99,Other specialised construction activities n.e.c.,Drywall and Insulation Contractors,Building fireproofing contractors
238390,43.99,Other specialised construction activities n.e.c.,Other Building Finishing Contractors,"Waterproofing, damp proofing, bathtub refinishing and installation of custom sheet metal work fabricated on site"
238910,43.99,Other specialised construction activities n.e.c.,Site Preparation Contractors,"Septic tank and cess pool installation, pile driving"
238990,43.99,Other specialised construction activities n.e.c.,All Other Specialty Trade Contractors,"Except interlocking block walkways, driveways, patios, etc."
561790,43.99,Other specialised construction activities n.e.c.,Other Services to Buildings and Dwellings,Power washing and other exterior cleaning
423110,45.11,Sale of cars and light motor vehicles,Automobile and Other Motor Vehicle Merchant Wholesalers,"Except motor vehicle bodies and motorcycles, wholesale"
423910,45.11,Sale of cars and light motor vehicles,Sporting and Recreational Goods and Supplies Merchant Wholesalers,Wholesale of go-carts
425110,45.11,Sale of cars and light motor vehicles,Business to Business Electronic Markets,"Cars and light motor vehicles, business to business"
425120,45.11,Sale of cars and light motor vehicles,Wholesale Trade Agents and Brokers,Motor vehicle agents and brokers
441110,45.11,Sale of cars and light motor vehicles,New Car Dealers,
441120,45.11,Sale of cars and light motor vehicles,Used Car Dealers,
441228,45.11,Sale of cars and light motor vehicles,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",Except motorcycle dealers
423110,45.19,Sale of other motor vehicles,Automobile and Other Motor Vehicle Merchant Wholesalers,"Except motor vehicle bodies and motorcycles, wholesale"
425110,45.19,Sale of other motor vehicles,Business to Business Electronic Markets,"Other motor vehicles, business to business"
425120,45.19,Sale of other motor vehicles,Wholesale Trade Agents and Brokers,Motor vehicle agents and brokers
441110,45.19,Sale of other motor vehicles,New Car Dealers,Light utility truck
441120,45.19,Sale of other motor vehicles,Used Car Dealers,Light utility truck
441210,45.19,Sale of other motor vehicles,Recreational Vehicle Dealers,Except parts and accessories dealers for recreational vehicles
441228,45.19,Sale of other motor vehicles,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",Except motorcycle dealers
811111,45.20,Maintenance and repair of motor vehicles,General Automotive Repair,
811112,45.20,Maintenance and repair of motor vehicles,Automotive Exhaust System Repair,
811113,45.20,Maintenance and repair of motor vehicles,Automotive Transmission Repair,
811118,45.20,Maintenance and repair of motor vehicles,Other Automotive Mechanical and Electrical Repair and Maintenance,
811121,45.20,Maintenance and repair of motor vehicles,"Automotive Body, Paint, and Interior Repair and Maintenance","Except custom fabrication of trailer bodies on a shop rather than on a factory basis, custom conversion of vans in a shop rather than a factory"
811122,45.20,Maintenance and repair of motor vehicles,Automotive Glass Replacement Shops,
811191,45.20,Maintenance and repair of motor vehicles,Automotive Oil Change and Lubrication Shops,
811192,45.20,Maintenance and repair of motor vehicles,Car Washes,
811198,45.20,Maintenance and repair of motor vehicles,All Other Automotive Repair and Maintenance,Except motor vehicle emissions and safety inspection services
811310,45.20,Maintenance and repair of motor vehicles,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,Repair of trailers
423110,45.31,Wholesale trade of motor vehicle parts and accessories,Automobile and Other Motor Vehicle Merchant Wholesalers,"Motor vehicle bodies, wholesale"
423120,45.31,Wholesale trade of motor vehicle parts and accessories,Motor Vehicle Supplies and New Parts Merchant Wholesalers,"Except new motorcycle parts, engine testing equipment, and mechanics' hand tools"
423130,45.31,Wholesale trade of motor vehicle parts and accessories,Tire and Tube Merchant Wholesalers,Except wholesale of motorcycle tires and tubes
423140,45.31,Wholesale trade of motor vehicle parts and accessories,Motor Vehicle Parts (Used) Merchant Wholesalers,Except wholesale of used motorcycle parts
423730,45.31,Wholesale trade of motor vehicle parts and accessories,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,"Automotive air-conditioners, wholesale"
425110,45.31,Wholesale trade of motor vehicle parts and accessories,Business to Business Electronic Markets,"Parts, business to business markets"
425120,45.31,Wholesale trade of motor vehicle parts and accessories,Wholesale Trade Agents and Brokers,Parts agents and brokers
441210,45.32,Retail trade of motor vehicle parts and accessories,Recreational Vehicle Dealers,Parts and accessories dealers  for recreational vehicles
441310,45.32,Retail trade of motor vehicle parts and accessories,Automotive Parts and Accessories Stores,Except auto audio stores
441320,45.32,Retail trade of motor vehicle parts and accessories,Tire Dealers,"Except motorcycle tire dealers, new and used"
452319,45.32,Retail trade of motor vehicle parts and accessories,All Other General Merchandise Stores,Auto and home stores (2012 code 452990 renumbered into 452319 in NAICS 2017)
423110,45.40,"Sale, maintenance and repair of motorcycles and related parts and accessories",Automobile and Other Motor Vehicle Merchant Wholesalers,Motorcycle wholesalers
423120,45.40,"Sale, maintenance and repair of motorcycles and related parts and accessories",Motor Vehicle Supplies and New Parts Merchant Wholesalers,New motorcycle parts wholesale
423130,45.40,"Sale, maintenance and repair of motorcycles and related parts and accessories",Tire and Tube Merchant Wholesalers,Wholesale of motorcycle tires and tubes
423140,45.40,"Sale, maintenance and repair of motorcycles and related parts and accessories",Motor Vehicle Parts (Used) Merchant Wholesalers,Wholesale of used motorcycle parts
425110,45.40,"Sale, maintenance and repair of motorcycles and related parts and accessories",Business to Business Electronic Markets,"Motorcycle and parts, business to business markets"
425120,45.40,"Sale, maintenance and repair of motorcycles and related parts and accessories",Wholesale Trade Agents and Brokers,Motorcycle agents and brokers
441228,45.40,"Sale, maintenance and repair of motorcycles and related parts and accessories","Motorcycle, ATV, and All Other Motor Vehicle Dealers",Retail motorcycle dealers
441320,45.40,"Sale, maintenance and repair of motorcycles and related parts and accessories",Tire Dealers,"Motorcycle tire dealers, new and used"
811490,45.40,"Sale, maintenance and repair of motorcycles and related parts and accessories",Other Personal and Household Goods Repair and Maintenance,"General motorcycle repair shops, without retailing new motorcycles"
425110,46.11,"Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods",Business to Business Electronic Markets,
425110,46.12,"Agents involved in the sale of fuels, ores, metals and industrial chemicals",Business to Business Electronic Markets,"Except business to business of motor vehicles, motorcycles, and parts"
425110,46.13,Agents involved in the sale of timber and building materials,Business to Business Electronic Markets,
425110,46.14,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft",Business to Business Electronic Markets,"Except business to business of motor vehicles, motorcycles, and parts"
425110,46.15,"Agents involved in the sale of furniture, household goods, hardware and ironmongery",Business to Business Electronic Markets,
425110,46.16,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods",Business to Business Electronic Markets,
425110,46.17,"Agents involved in the sale of food, beverages and tobacco",Business to Business Electronic Markets,
425110,46.18,Agents specialised in the sale of other particular products,Business to Business Electronic Markets,
425110,46.19,Agents involved in the sale of a variety of goods,Business to Business Electronic Markets,
424510,46.21,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds",Grain and Field Bean Merchant Wholesalers,
424590,46.21,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds",Other Farm Product Raw Material Merchant Wholesalers,"Tobacco, leaf"
424910,46.21,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds",Farm Supplies Merchant Wholesalers,"Except fertilizers, pesticides and agricultural chemicals"
424990,46.21,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds",Other Miscellaneous Nondurable Goods Merchant Wholesalers,Oilseed cake
424910,46.22,Wholesale of flowers and plants,Farm Supplies Merchant Wholesalers,Flower bulbs
424930,46.22,Wholesale of flowers and plants,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",
424990,46.22,Wholesale of flowers and plants,Other Miscellaneous Nondurable Goods Merchant Wholesalers,Artificial and live Christmas trees
424440,46.23,Wholesale of live animals,Poultry and Poultry Product Merchant Wholesalers,Live poultry
424520,46.23,Wholesale of live animals,Livestock Merchant Wholesalers,
424990,46.23,Wholesale of live animals,Other Miscellaneous Nondurable Goods Merchant Wholesalers,Pet animals
424590,46.24,"Wholesale of hides, skins and leather",Other Farm Product Raw Material Merchant Wholesalers,"Except cacao beans and raw, unrefined sugar"
424990,46.24,"Wholesale of hides, skins and leather",Other Miscellaneous Nondurable Goods Merchant Wholesalers,Dressed furs and skins
424420,46.31,Wholesale of fruit and vegetables,Packaged Frozen Food Merchant Wholesalers,
424480,46.31,Wholesale of fruit and vegetables,Fresh Fruit and Vegetable Merchant Wholesalers,
424490,46.31,Wholesale of fruit and vegetables,Other Grocery and Related Products Merchant Wholesalers,"Fruits and vegetables, canned"
424420,46.32,Wholesale of meat and meat products,Packaged Frozen Food Merchant Wholesalers,
424440,46.32,Wholesale of meat and meat products,Poultry and Poultry Product Merchant Wholesalers,Except live poultry
424470,46.32,Wholesale of meat and meat products,Meat and Meat Product Merchant Wholesalers,
424490,46.32,Wholesale of meat and meat products,Other Grocery and Related Products Merchant Wholesalers,"Meats, canned"
424430,46.33,"Wholesale of dairy products, eggs and edible oils and fats",Dairy Product (except Dried or Canned) Merchant Wholesalers,
424490,46.33,"Wholesale of dairy products, eggs and edible oils and fats",Other Grocery and Related Products Merchant Wholesalers,"Oils, cooking and salad"
424490,46.34,Wholesale of beverages,Other Grocery and Related Products Merchant Wholesalers,"Beverage bases, beverage concentrates, bottled water; soft drinks, etc."
424810,46.34,Wholesale of beverages,Beer and Ale Merchant Wholesalers,
424820,46.34,Wholesale of beverages,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,
424940,46.35,Wholesale of tobacco products,Tobacco and Tobacco Product Merchant Wholesalers,
424420,46.36,Wholesale of sugar and chocolate and sugar confectionery,Packaged Frozen Food Merchant Wholesalers,"Bakery products, frozen"
424450,46.36,Wholesale of sugar and chocolate and sugar confectionery,Confectionery Merchant Wholesalers,
424490,46.36,Wholesale of sugar and chocolate and sugar confectionery,Other Grocery and Related Products Merchant Wholesalers,"Bakery products (except frozen); sugar, refined"
424590,46.36,Wholesale of sugar and chocolate and sugar confectionery,Other Farm Product Raw Material Merchant Wholesalers,Raw unrefined sugar
424490,46.37,"Wholesale of coffee, tea, cocoa and spices",Other Grocery and Related Products Merchant Wholesalers,Except flavoring extracts
424590,46.37,"Wholesale of coffee, tea, cocoa and spices",Other Farm Product Raw Material Merchant Wholesalers,Cacao beans
424420,46.38,"Wholesale of other food, including fish, crustaceans and molluscs",Packaged Frozen Food Merchant Wholesalers,
424460,46.38,"Wholesale of other food, including fish, crustaceans and molluscs",Fish and Seafood Merchant Wholesalers,
424990,46.38,"Wholesale of other food, including fish, crustaceans and molluscs",Other Miscellaneous Nondurable Goods Merchant Wholesalers,Ice for food purposes
424410,46.39,"Non-specialised wholesale of food, beverages and tobacco",General Line Grocery Merchant Wholesalers,
423220,46.41,Wholesale of textiles,Home Furnishing Merchant Wholesalers,"Linens (bed, bath, table, etc)"
424310,46.41,Wholesale of textiles,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",
424990,46.41,Wholesale of textiles,Other Miscellaneous Nondurable Goods Merchant Wholesalers,"Yarn, textile bags, and felt"
424310,46.42,Wholesale of clothing and footwear,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",
424320,46.42,Wholesale of clothing and footwear,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,
424330,46.42,Wholesale of clothing and footwear,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",
424340,46.42,Wholesale of clothing and footwear,Footwear Merchant Wholesalers,
423620,46.43,Wholesale of electrical household appliances,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",Except water heaters
423990,46.43,Wholesale of electrical household appliances,Other Miscellaneous Durable Goods Merchant Wholesalers,"Pre-recorded audio and video tapes, CDs, records, and similar"
423220,46.44,Wholesale of china and glassware and cleaning materials,Home Furnishing Merchant Wholesalers,
423850,46.44,Wholesale of china and glassware and cleaning materials,Service Establishment Equipment and Supplies Merchant Wholesalers,Janitorial supplies
424690,46.44,Wholesale of china and glassware and cleaning materials,Other Chemical and Allied Products Merchant Wholesalers,Cleaning and polishing preparations
424210,46.45,Wholesale of perfume and cosmetics,Drugs and Druggists' Sundries Merchant Wholesalers,
423450,46.46,Wholesale of pharmaceutical goods,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",Medical instruments and orthopedic devices
423460,46.46,Wholesale of pharmaceutical goods,Ophthalmic Goods Merchant Wholesalers,
424210,46.46,Wholesale of pharmaceutical goods,Drugs and Druggists' Sundries Merchant Wholesalers,
423210,46.47,"Wholesale of furniture, carpets and lighting equipment",Furniture Merchant Wholesalers,Household furniture
423220,46.47,"Wholesale of furniture, carpets and lighting equipment",Home Furnishing Merchant Wholesalers,Except linens and floor coverings
423310,46.47,"Wholesale of furniture, carpets and lighting equipment","Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",Kitchen cabinets
423610,46.47,"Wholesale of furniture, carpets and lighting equipment","Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",Lighting equipment and light bulbs
423940,46.48,Wholesale of watches and jewellery,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",Except precious stones
423410,46.49,Wholesale of other household goods,Photographic Equipment and Supplies Merchant Wholesalers,"Except motion picture and theater projection equipment, commercial video equipment and television cameras"
423620,46.49,Wholesale of other household goods,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers","Non-electric household appliances, such as gas ovens and gas fireplaces"
423910,46.49,Wholesale of other household goods,Sporting and Recreational Goods and Supplies Merchant Wholesalers,Except go-carts and hot tubs
423920,46.49,Wholesale of other household goods,Toy and Hobby Goods and Supplies Merchant Wholesalers,
423990,46.49,Wholesale of other household goods,Other Miscellaneous Durable Goods Merchant Wholesalers,"Luggage, and musical instruments"
424120,46.49,Wholesale of other household goods,Stationery and Office Supplies Merchant Wholesalers,
424130,46.49,Wholesale of other household goods,Industrial and Personal Service Paper Merchant Wholesalers,"Disposable cups, dishes, flatware, etc."
424920,46.49,Wholesale of other household goods,"Book, Periodical, and Newspaper Merchant Wholesalers",
424990,46.49,Wholesale of other household goods,Other Miscellaneous Nondurable Goods Merchant Wholesalers,"Leather goods (except belting, gloves, handbags, travel bags, and footwear)"
423430,46.51,"Wholesale of computers, computer peripheral equipment and software",Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,
423610,46.52,Wholesale of electronic and telecommunications equipment and parts,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",Security systems merchant wholesalers
423690,46.52,Wholesale of electronic and telecommunications equipment and parts,Other Electronic Parts and Equipment Merchant Wholesalers,Except sonar and radar equipment
423820,46.61,"Wholesale of agricultural machinery, equipment and supplies",Farm and Garden Machinery and Equipment Merchant Wholesalers,
423830,46.62,Wholesale of machine tools,Industrial Machinery and Equipment Merchant Wholesalers,
423810,46.63,"Wholesale of mining, construction and civil engineering machinery",Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,
423830,46.64,Wholesale of machinery for the textile industry and of sewing and knitting machines,Industrial Machinery and Equipment Merchant Wholesalers,
423210,46.65,Wholesale of office furniture,Furniture Merchant Wholesalers,Except household furniture
423420,46.66,Wholesale of other office machinery and equipment,Office Equipment Merchant Wholesalers,
423120,46.69,Wholesale of other machinery and equipment,Motor Vehicle Supplies and New Parts Merchant Wholesalers,Engine testing equipment
423410,46.69,Wholesale of other machinery and equipment,Photographic Equipment and Supplies Merchant Wholesalers,"Motion picture and theater projection equipment, commercial video equipment and television cameras"
423440,46.69,Wholesale of other machinery and equipment,Other Commercial Equipment Merchant Wholesalers,
423450,46.69,Wholesale of other machinery and equipment,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",Except household medical instruments and orthopedic devices
423490,46.69,Wholesale of other machinery and equipment,Other Professional Equipment and Supplies Merchant Wholesalers,
423610,46.69,Wholesale of other machinery and equipment,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers","Except lighting equipment, light bulbs, and security systems"
423690,46.69,Wholesale of other machinery and equipment,Other Electronic Parts and Equipment Merchant Wholesalers,Sonar and radar equipment
423720,46.69,Wholesale of other machinery and equipment,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,Power boilers
423740,46.69,Wholesale of other machinery and equipment,Refrigeration Equipment and Supplies Merchant Wholesalers,
423830,46.69,Wholesale of other machinery and equipment,Industrial Machinery and Equipment Merchant Wholesalers,"Except chainsaws, ladders, and welding supplies and consumables"
423840,46.69,Wholesale of other machinery and equipment,Industrial Supplies Merchant Wholesalers,Except printing inks
423850,46.69,Wholesale of other machinery and equipment,Service Establishment Equipment and Supplies Merchant Wholesalers,Except janitorial supplies
423860,46.69,Wholesale of other machinery and equipment,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,
423990,46.69,Wholesale of other machinery and equipment,Other Miscellaneous Durable Goods Merchant Wholesalers,Coin-operated games and amusement devices
423520,46.71,"Wholesale of solid, liquid and gaseous fuels and related products",Coal and Other Mineral and Ore Merchant Wholesalers,Except metal ores
423990,46.71,"Wholesale of solid, liquid and gaseous fuels and related products",Other Miscellaneous Durable Goods Merchant Wholesalers,Firewood
424710,46.71,"Wholesale of solid, liquid and gaseous fuels and related products",Petroleum Bulk Stations and Terminals,
424720,46.71,"Wholesale of solid, liquid and gaseous fuels and related products",Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),
424990,46.71,"Wholesale of solid, liquid and gaseous fuels and related products",Other Miscellaneous Nondurable Goods Merchant Wholesalers,Charcoal
423510,46.72,Wholesale of metals and metal ores,Metal Service Centers and Other Metal Merchant Wholesalers,
423520,46.72,Wholesale of metals and metal ores,Coal and Other Mineral and Ore Merchant Wholesalers,Metal ores
423220,46.73,"Wholesale of wood, construction materials and sanitary equipment",Home Furnishing Merchant Wholesalers,Floor coverings
423310,46.73,"Wholesale of wood, construction materials and sanitary equipment","Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",Except kitchen cabinets
423320,46.73,"Wholesale of wood, construction materials and sanitary equipment","Brick, Stone, and Related Construction Material Merchant Wholesalers",
423330,46.73,"Wholesale of wood, construction materials and sanitary equipment","Roofing, Siding, and Insulation Material Merchant Wholesalers",
423390,46.73,"Wholesale of wood, construction materials and sanitary equipment",Other Construction Material Merchant Wholesalers,
423990,46.73,"Wholesale of wood, construction materials and sanitary equipment",Other Miscellaneous Durable Goods Merchant Wholesalers,"Ties, poles, wood chips and shavings"
424690,46.73,"Wholesale of wood, construction materials and sanitary equipment",Other Chemical and Allied Products Merchant Wholesalers,Turpentine
424950,46.73,"Wholesale of wood, construction materials and sanitary equipment","Paint, Varnish, and Supplies Merchant Wholesalers",Except pigments for paint
423120,46.74,"Wholesale of hardware, plumbing and heating equipment and supplies",Motor Vehicle Supplies and New Parts Merchant Wholesalers,Mechanics' hand tools
423710,46.74,"Wholesale of hardware, plumbing and heating equipment and supplies",Hardware Merchant Wholesalers,
423720,46.74,"Wholesale of hardware, plumbing and heating equipment and supplies",Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,Water heaters and other plumbing and heating equipment and supplies; except power boilers
423730,46.74,"Wholesale of hardware, plumbing and heating equipment and supplies",Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,Except automotive air-conditioners
423830,46.74,"Wholesale of hardware, plumbing and heating equipment and supplies",Industrial Machinery and Equipment Merchant Wholesalers,"Chainsaws, ladders, and welding supplies and consumables"
423910,46.74,"Wholesale of hardware, plumbing and heating equipment and supplies",Sporting and Recreational Goods and Supplies Merchant Wholesalers,Hot tubs
423840,46.75,Wholesale of chemical products,Industrial Supplies Merchant Wholesalers,Printing inks
424490,46.75,Wholesale of chemical products,Other Grocery and Related Products Merchant Wholesalers,Flavoring extracts
424690,46.75,Wholesale of chemical products,Other Chemical and Allied Products Merchant Wholesalers,Except cleaning and polishing preparations and turpentine
424910,46.75,Wholesale of chemical products,Farm Supplies Merchant Wholesalers,"Fertilizers, pesticides, agricultural chemicals"
424950,46.75,Wholesale of chemical products,"Paint, Varnish, and Supplies Merchant Wholesalers",Pigments for paint
423940,46.76,Wholesale of other intermediate products,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",Precious stones
424110,46.76,Wholesale of other intermediate products,Printing and Writing Paper Wholesalers,
424610,46.76,Wholesale of other intermediate products,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,
424990,46.76,Wholesale of other intermediate products,Other Miscellaneous Nondurable Goods Merchant Wholesalers,"Crude rubber, plastics foam"
423930,46.77,Wholesale of waste and scrap,Recyclable Material Merchant Wholesalers,
