PRODCOM 2021,Name,AdditionalText,URI
265166,"Measuring or checking instruments, appliances and machines n.e.c.",,265166
26516620,Test benches,Reference to HS/CN:  9031 20,26516620
26516690,"Measuring or checking instruments, appliances and machines n.e.c.",Reference to HS/CN:  9031[.80(.20 + .80)],26516690
265170,"Thermostats, manostats and other automatic regulating or controlling instruments and apparatus",,265170
26517015,Electronic thermostats,Reference to HS/CN:  9032 10 20,26517015
26517019,Non-electronic thermostats,Reference to HS/CN:  9032 10 80,26517019
26517030,Manostats,Reference to HS/CN:  9032 20,26517030
26517090,"Instruments and apparatus, regulating or controlling, n.e.c.",Reference to HS/CN:  9032 89,26517090
265181,Parts of radar apparatus and radio navigational aid apparatus,,265181
26518110,Parts of radar apparatus and radio navigational aid apparatus,Reference to HS/CN:  8529[.90(.65 + .97)],26518110
265182,"Parts and accessories for the goods of 26.51.12, 26.51.32, 26.51.33, 26.51.4 and 26.51.5; microtomes; parts n.e.c.",,265182
26518200,"Parts and accessories for the goods of 26.51.12, 26.51.32, 26.51.33, 26.51.4 and 26.51.5; microtomes; parts n.e.c.",Reference to HS/CN:  9015 90 + 9017 90 + 9025 90 + 9026 90 + 9027 90 00a + 9030 90 + 9033[.00(.10 + .90)],26518200
265183,Parts and accessories of microscopes (other than optical) and of diffraction apparatus,,265183
26518300,Parts and accessories for microscopes and diffraction apparatus excluding for optical microscopes,Reference to HS/CN:  9012 90,26518300
265184,Parts and accessories for the goods of 26.51.63 and 26.51.64,,265184
26518433,Parts and accessories for electricity supply or production meters,Reference to HS/CN:  9028 90 10,26518433
26518435,Parts and accessories for gas or liquid supply or production meters excluding for pumps for liquids,Reference to HS/CN:  9028 90 90,26518435
26518450,Parts and accessories of HS 9029,Reference to HS/CN:  9029 90,26518450
265185,"Parts and accessories of instruments and apparatus of 26.51.65, 26.51.66 and 26.51.70",,265185
26518530,"Parts and accessories of instruments, appliances and machines of HS 9031, n.e.c.",Reference to HS/CN:  9031 90 00a,26518530
26518550,Parts and accessories for automatic regulating or controlling instruments and apparatus,Reference to HS/CN:  9032 90,26518550
265186,Parts and accessories of instruments and apparatus of 26.51.11 and 26.51.62,,265186
26518600,Parts and accessories of instruments and apparatus of 26.51.11 and 26.51.62,Reference to HS/CN:  9014 90 + 9024 90,26518600
2652,Manufacture of watches and clocks,,2652
265211,"Wrist-watches, pocket-watches, with case of precious metal or of metal clad with precious metal",,265211
26521100,"Wrist-watches, pocket-watches, with case of precious metal or of metal clad with precious metal",Reference to HS/CN:  9101[.11 + .19 + .21 + .29 + .91 + .99],26521100
265212,"Other wrist-watches, pocket-watches and other watches, including stop-watches",,265212
26521200,"Other wrist-watches, pocket-watches and other watches, including stop-watches",Reference to HS/CN:  9102[.11 + .12 + .19 + .21 + .29 + .91 + .99],26521200
265213,Instrument panel clocks and clocks of a similar type for vehicles,,265213
26521300,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, spacecraft or vessels (including vehicle chronographs)",Reference to HS/CN:  9104,26521300
265214,Clocks with watch movements; alarm clocks and wall clocks; other clocks,,265214
26521400,Clocks with watch movements; alarm clocks and wall clocks; other clocks,Reference to HS/CN:  9103[.10 + .90] + 9105[.11 + .19 + .21 + .29 + .91 + .99],26521400
265221,Watch and clock movements,,265221
26522110,Watch and clock movements,Reference to HS/CN:  9108[.11 + .12 + .19 + .20 + .90] + 9109[.10 + .90] + 9110[.11(.10 + .90) + .12 + .19 + .90],26522110
265222,Watch and clock cases and parts thereof,,265222
26522210,Watch and clock cases and parts thereof,Reference to HS/CN:  9111[.10 + .20 + .80 + .90] + 9112[.20 + .90],26522210
265223,Other clock and watch parts,,265223
26522310,Other clock and watch parts,Reference to HS/CN:  9114[.10 + .30 + .40 + .90],26522310
265224,"Time-registers, time-recorders, parking meters; time switches with clock or watch movement",,265224
26522410,Time-registers and time-recorders,Reference to HS/CN:  9106 10,26522410
26522440,"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating intervals of time, with clock or watch movement or with synchronous motor (excluding clocks of HS 9101 to 9105, time registers and time recorders)",Reference to HS/CN:  9106 90,26522440
26522470,"Time switches, with clock or watch movement or with synchronous motor (including switches for making and breaking the circuit supplying electrical apparatus)",Reference to HS/CN:  9107,26522470
2660,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",,2660
266011,"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations",,266011
26601115,"Apparatus based on the use of X-rays, for medical, surgical, dental or veterinary uses (including radiography and radiotherapy apparatus)",Reference to HS/CN:  9022[.12 + .13 + .14],26601115
26601119,"Apparatus based on the use of X-rays (excluding for medical, surgical, dental or veterinary use)",Reference to HS/CN:  9022 19,26601119
26601130,"Apparatus based on the use of alpha, beta or gamma radiations, whether or not for medical, surgical, dental or veterinary uses, including radiography or radiotherapy apparatus",Reference to HS/CN:  9022[.21 + .29],26601130
26601150,X-ray tubes (excluding glass envelopes for X-ray tubes),Reference to HS/CN:  9022 30,26601150
26601170,"X-ray generators, high tension generators, including parts of HS 9022",Reference to HS/CN:  9022[.90(.20 + .80)],26601170
266012,Electro-diagnostic apparatus used in medical science,,266012
26601230,Electro-cardiographs,Reference to HS/CN:  9018 11,26601230
26601280,"Electro-diagnostic, apparatus (excluding electro-cardiographs), n.e.c.",Reference to HS/CN:  9018[.12 + .13 + .14 + .19(.10 + .90)],26601280
266013,"Ultra-violet or infra-red ray apparatus, used in medical, surgical, dental or veterinary sciences",,266013
26601300,"Ultraviolet or infrared apparatus used in medical, surgical, dental or veterinary sciences",Reference to HS/CN:  9018 20,26601300
266014,Pacemakers; hearing aids,,266014
26601433,Appliances for overcoming deafness (excluding parts and accessories),Reference to HS/CN:  9021 40,26601433
26601439,"Parts and accessories of hearing aids (excluding for headphones, amplifiers and the like)",Reference to HS/CN:  9021 90 10,26601439
26601450,Pacemakers for stimulating heart muscles (excluding parts and accessories),Reference to HS/CN:  9021 50,26601450
2670,Manufacture of optical instruments and photographic equipment,,2670
267000Z0,Instant print cameras and other cameras (excluding digital cameras),Reference to HS/CN:  9006[.30 + .40 + .51 + .52 + .53(.10 + .80) + .59],267000Z0
267011,"Objective lenses for cameras, projectors or photographic enlargers or reducers",,267011
26701100,"Mounted objective lenses, of any material, for cameras, projectors or photographic enlargers or reducers",Reference to HS/CN:  9002 11,26701100
267012,"Cameras for preparing printing plates or cylinders; cameras for recording documents on microfilm, microfiche and the like",,267012
26701250,"Cameras of a kind used for preparing printing plates or cylinders; cameras specially designed for underwater use, for aerial survey or for medical or surgical examination of internal organs; comparison cameras for forensic or criminological laboratories",Reference to HS/CN:  9006[.30 + .59(.00a)],26701250
267013,Digital cameras,,267013
26701300,Digital cameras,Reference to HS/CN:  8525 80 30,26701300
267014,Instant print cameras and other cameras,,267014
26701400,"Instant print cameras and other cameras (excluding digital cameras, cameras of a kind used for preparing printing plates or cylinders as well as cameras specially designed for underwater use, for aerial survey or for medical or surgical examination of internal organs; comparison cameras for forensic or criminological laboratories)",Reference to HS/CN:  9006[.40 + .51 + .52 + .53(.10 + .80) + .59(.00b)],26701400
267015,Cinematographic cameras,,267015
26701500,Cinematographic cameras for film,Reference to HS/CN:  9007 10,26701500
267016,Cinematographic projectors,,267016
26701650,Cinematographic projectors,Reference to HS/CN:  9007 20,26701650
267019,Other photographic equipment; parts and accessories of photographic equipment,,267019
26701910,"Flashlights (including  photographic flashbulbs, flashcubes and the like); photographic enlargers; apparatus for photographic laboratories; negastoscopes, projection screens",Reference to HS/CN:  9006[.61 + .69] + 9008 50 + 9010[.10 + .50 + .60],26701910
26701990,Parts and accessories of photographic equipment,Reference to HS/CN:  9006[.91 + .99] + 9007[.91 + .92] + 9008 90 + 9010[.90(.20 + .80)] + 9620 00 10,26701990
267021,"Sheets and plates of polarising material; lenses, prisms, mirrors and other optical elements (except of glass not optically worked), whether or not mounted, other than for cameras, projectors or photographic enlargers or reducers",,267021
26702153,"Prisms, mirrors and other optical elements, n.e.c.",Reference to HS/CN:  9001 90,26702153
26702155,"Mounted lenses, prisms, mirrors, etc., of any material, n.e.c.",Reference to HS/CN:  9002 90,26702155
26702170,"Mounted objective lenses of any material (excluding for cameras, projectors or photographic enlargers or reducers)",Reference to HS/CN:  9002 19,26702170
26702180,Unmounted sheets and plates of polarising material; mounted filters of any material,Reference to HS/CN:  9001 20 + 9002 20,26702180
267022,"Binoculars, monoculars and other optical telescopes; other astronomical instruments; optical microscopes",,267022
26702230,Binoculars (including night vision binoculars),Reference to HS/CN:  9005 10,26702230
26702250,Instruments (excluding binoculars) such as optical telescopes,Reference to HS/CN:  9005 80,26702250
26702270,"Compound optical microscopes, including those for photomicrography, cinephotomicrography or microprojection",Reference to HS/CN:  9011[.10 + .20(.10 + .90) + .80],26702270
267023,"Liquid crystal devices; lasers, except laser diodes; other optical appliances and instruments n.e.c.",,267023
26702310,Telescopic sights for fitting to arms; periscopes; telescopes...,Reference to HS/CN:  9013[.10(.10 + .90)],26702310
26702330,"Lasers (excluding laser diodes, machines and appliances incorporating lasers)",Reference to HS/CN:  9013 20,26702330
26702390,"Other optical appliances and instruments, n.e.c. in HS 90",Reference to HS/CN:  9013[.80(.20 + .30 + .90)],26702390
267024,Optical measuring and checking devices and instruments,,267024
26702420,Rangefinders,Reference to HS/CN:  9015 10,26702420
26702450,"Other instruments and apparatus using optical radiation (UV, visible, IR)",Reference to HS/CN:  9027 50,26702450
26702490,"Exposure meters, stroboscopes, optical instruments, appliances and machines for inspecting semiconductor wafers or devices or for inspecting photomasks or reticles used in manufacturing semiconductor devices, profile projectors and other optical instruments, appliances and machines for measuring or checking",Reference to HS/CN:  9027 80 05 + 9029 20 90 + 9031[.41 + .49(.10 + .90)],26702490
267025,"Parts and accessories of binoculars, monoculars and other optical telescopes, of other astronomical instruments, and of optical microscopes",,267025
26702510,"Parts and accessories (including mountings) of binoculars, monoculars, other optical telescopes, other  astronomical instruments (excluding for instruments for radio-astronomy)",Reference to HS/CN:  9005 90,26702510
26702530,Parts and accessories of optical microscopes of HS 9011,Reference to HS/CN:  9011 90,26702530
267026,"Parts and accessories of liquid crystal devices, lasers (except laser diodes), other optical appliances and instruments n.e.c.",,267026
26702610,Parts and accessories of optical appliances and instruments of HS 9013,Reference to HS/CN:  9013[.90(.05 + .10 + .80)] + 9027 90 00b,26702610
26702630,Parts and accessories of appliances and instruments of CN 9031 41 00 and for optical instruments and appliances of CN 9031 49 90,Reference to HS/CN:  9031 90 00b,26702630
2680,Manufacture of magnetic and optical media,,2680
268011,"Magnetic media, not recorded, except cards with a magnetic stripe",,268011
26801100,"Magnetic tapes and magnetic discs, unrecorded, for the recording of sound or of other phenomena",Reference to HS/CN:  8523 29 15,26801100
268012,"Optical media, not recorded",,268012
26801200,"Optical media for the recording of sound or of other phenomena (excluding goods of HS 37), unrecorded",Reference to HS/CN:  8523[.41(.10 + .30 + .90)],26801200
268013,"Other recording media, including matrices and masters for the production of disks",,268013
26801300,"Other recording media, including matrices and masters for the production of disks",Reference to HS/CN:  8523[.59(.10) + .80(.10)],26801300
268014,Cards with a magnetic stripe,,268014
26801400,Cards incorporating a magnetic stripe,Reference to HS/CN:  8523 21,26801400
269900Z0,Other units of automatic data processing machines,Reference to HS/CN:  8471[.80 + .90],269900Z0
269900Z2,"Parts and accessories for the goods of 26.51.12, 26.51.32, 26.51.33, 26.51.4 and 26.51.5; microtomes; parts n.e.c. and Parts and accessories of optical appliances and instruments of HS 9013",Reference to HS/CN:  9013[.90(.05 + .10 + .80)] + 9015 90 + 9017 90 + 9025 90 + 9026 90 + 9027 90 + 9030 90 + 9033[.00(.10 + .90)],269900Z2
269900Z3,"Parts and accessories of instruments, appliances and machines of HS 9031",Reference to HS/CN:  9031 90,269900Z3
269900Z4,Radio-telephony or radio-telegraphy reception apparatus (excluding those combined with radio receivers),Reference to HS/CN:  8517 69 30,269900Z4
2711,"Manufacture of electric motors, generators and transformers",,2711
271110,"Motors of an output ≤ 37,5 W; other DC motors; DC generators",,271110
27111010,"Electric motors of an output ≤ 37,5 W (including synchronous motors ≤ 18 W, universal AC/DC motors, AC and DC motors)",Reference to HS/CN:  8501[.10(.10 + .91 + .93 + .99)],27111010
27111030,"DC motors and generators of an output > 37,5 W but ≤ 750 W (excluding starter motors for internal combustion engines)",Reference to HS/CN:  8501 31,27111030
27111050,DC motors and DC generators of an output > 750 W but ≤ 75 kW (excluding starter motors for internal combustion engines),Reference to HS/CN:  8501 32,27111050
27111070,DC motors and generators of an output > 75 kW but ≤ 375 kW (excluding starter motors for internal combustion engines),Reference to HS/CN:  8501 33,27111070
27111090,DC motors and generators of an output > 375 kW (excluding starter motors for internal combustion engines),Reference to HS/CN:  8501 34,27111090
271121,"Universal AC/DC motors of an output > 37,5 W",,271121
27112100,"Universal AC/DC motors of an output > 37,5 W",Reference to HS/CN:  8501 20,27112100
271122,"AC motors, single-phase",,271122
27112230,Single-phase AC motors of an output ≤ 750 W,Reference to HS/CN:  8501 40 20,27112230
27112250,Single-phase AC motors of an output > 750 W,Reference to HS/CN:  8501 40 80,27112250
271123,"AC motors, multi-phase, of an output ≤ 750 W",,271123
27112300,Multi-phase AC motors of an output ≤ 750 W,Reference to HS/CN:  8501 51,27112300
271124,"AC motors, multi-phase, of an output > 750 W but ≤ 75 kW",,271124
27112403,"Multi-phase AC motors of an output > 0,75 kW but ≤ 7,5 kW",Reference to HS/CN:  8501 52 20,27112403
27112405,"Multi-phase AC motors of an output > 7,5 kW but ≤ 37 kW",Reference to HS/CN:  8501 52 30,27112405
27112407,Multi-phase AC motors of an output > 37 kW but ≤ 75 kW,Reference to HS/CN:  8501 52 90,27112407
271125,"AC motors, multi-phase, of an output > 75 kW",,271125
27112530,Multi-phase AC traction motors of an output > 75 kW,Reference to HS/CN:  8501 53 50,27112530
27112540,Multi-phase AC motors of an output > 75 kW but ≤ 375 kW (excluding traction motors),Reference to HS/CN:  8501 53 81,27112540
27112560,Multi-phase AC motors of an output > 375 kW but ≤ 750 kW (excluding traction motors),Reference to HS/CN:  8501 53 94,27112560
27112590,Multi-phase AC motors of an output > 750 kW (excluding traction motors),Reference to HS/CN:  8501 53 99,27112590
271126,AC generators (alternators),,271126
27112610,Alternators of an output ≤ 75 kVA,Reference to HS/CN:  8501[.61(.20 + .80)],27112610
27112630,Alternators of an output > 75 kVA but ≤ 375 kVA,Reference to HS/CN:  8501 62,27112630
27112650,Alternators > 375 kVA but ≤ 750 kVA,Reference to HS/CN:  8501 63,27112650
27112670,Alternators of an output > 750 kVA,Reference to HS/CN:  8501 64,27112670
271131,Generating sets with compression-ignition internal combustion piston engines,,271131
27113110,"Generating sets with compression-ignition internal combustion piston engines, of an output ≤ 75 kVA",Reference to HS/CN:  8502[.11(.20 + .80)],27113110
27113130,Generating sets with compression-ignition internal combustion piston engines of an output > 75 kVA but ≤ 375 kVA,Reference to HS/CN:  8502 12,27113130
27113150,Generating sets with compression-ignition internal combustion piston engines of an output > 375 kVA but ≤ 750 kVA,Reference to HS/CN:  8502 13 20,27113150
27113170,Generating sets with compression-ignition internal combustion piston engines of an output > 750 kVA,Reference to HS/CN:  8502[.13(.40 + .80)],27113170
271132,Generating sets with spark-ignition engines; other generating sets; electric rotary converters,,271132
27113233,"Generating sets with spark-ignition internal combustion piston engines of an output ≤ 7,5 kVA",Reference to HS/CN:  8502 20 20,27113233
27113235,"Generating sets with spark-ignition internal combustion piston engines of an output > 7,5 kVA",Reference to HS/CN:  8502[.20(.40 + .60 + .80)],27113235
27113250,Generating sets (excluding wind-powered and powered by spark-ignition internal combustion piston engine),Reference to HS/CN:  8502[.39(.20 + .80)],27113250
27113270,Rotary converters,Reference to HS/CN:  8502 40,27113270
271141,Liquid dielectric transformers,,271141
27114120,Liquid dielectric transformers having a power handling capacity ≤ 650 kVA,Reference to HS/CN:  8504 21,27114120
27114150,Liquid dielectric transformers having a power handling capacity > 650 kVA but ≤ 10 000 kVA,Reference to HS/CN:  8504[.22(.10 + .90)],27114150
27114180,Liquid dielectric transformers having a power handling capacity > 10 000 kVA,Reference to HS/CN:  8504 23,27114180
271142,"Other transformers, having a power handling capacity ≤ 16 kVA",,271142
27114220,Measuring transformers having a power handling capacity ≤ 1 kVA (including for voltage measurement),Reference to HS/CN:  8504[.31(.21 + .29)],27114220
27114240,"Other transformers, n.e.c., having a power handling capacity ≤ 1 kVA",Reference to HS/CN:  8504 31 80,27114240
27114260,"Other transformers, having a power handling capacity > 1 kVA but ≤ 16 kVA",Reference to HS/CN:  8504 32,27114260
271143,"Other transformers, having a power handling capacity > 16 kVA",,271143
27114330,"Transformers, n.e.c., having a power handling capacity > 16 kVA but ≤ 500 kVA",Reference to HS/CN:  8504 33,27114330
27114380,"Transformers, n.e.c., having a power handling capacity > 500 kVA",Reference to HS/CN:  8504 34,27114380
271150,Ballasts for discharge lamps or tubes; other inductors,,271150
27115013,Inductors for discharge lamps or tubes,Reference to HS/CN:  8504 10 20,27115013
27115015,Ballasts for discharge lamps or tubes (excluding inductors),Reference to HS/CN:  8504 10 80,27115015
27115050,Accumulator chargers,Reference to HS/CN:  8504 40 55,27115050
27115080,"Inductors (excluding induction coils, deflection coils for cathode-ray tubes, for discharge lamps and tubes)",Reference to HS/CN:  8504 50,27115080
271161,Parts suitable for electrical motors and generators,,271161
27116110,"Parts suitable for use solely or principally with electric motors and generators, electric generating sets and rotary converters, n.e.c. (excluding fuel cells)",Reference to HS/CN:  8503[.00(.10 + .91 + .99a)],27116110
271162,"Parts of transformers, inductors and static converters",,271162
27116203,Ferrite cores of transformers and inductors,Reference to HS/CN:  8504 90 11,27116203
27116205,Parts of transformers and inductors (excluding ferrite cores),Reference to HS/CN:  8504[.90(.13 + .17)],27116205
27116208,"Electronic assemblies of static converters of a kind used with telecommunication apparatus, automatic data-processing machines and units thereof, n.e.c.",Reference to HS/CN:  8504 90 90a,27116208
2712,Manufacture of electricity distribution and control apparatus,,2712
271210,"Electrical apparatus for switching or protecting electrical circuits, for a voltage > 1 000 V",,271210
27121010,Fuses for a voltage > 1 kV,Reference to HS/CN:  8535 10,27121010
27121020,Automatic circuit breakers >1kV,Reference to HS/CN:  8535[.21 + .29],27121020
27121030,Isolating switches and make-and-break switches >1kV,Reference to HS/CN:  8535[.30(.10 + .90)],27121030
27121041,Lightning arresters and voltage limiters for a voltage > 1 kV,Reference to HS/CN:  8535 40 00a,27121041
27121090,Other apparatus for switching... electrical circuits > 1 000 V,Reference to HS/CN:  8535 90,27121090
271221,"Fuses, for a voltage ≤ 1 000 V",,271221
27122130,Fuses for a voltage ≤ 1 kV and for a current ≤ 10 A,Reference to HS/CN:  8536 10 10,27122130
27122150,Fuses for a voltage ≤ 1 kV and for a current > 10 A but ≤ 63 A,Reference to HS/CN:  8536 10 50,27122150
27122170,Fuses for a voltage ≤ 1 kV and for a current > 63 A,Reference to HS/CN:  8536 10 90,27122170
271222,"Automatic circuit breakers, for a voltage ≤ 1 000 V",,271222
27122230,Automatic circuit breakers for a voltage ≤ 1 kV and for a current ≤ 63 A,Reference to HS/CN:  8536 20 10,27122230
27122250,Automatic circuit breakers for a voltage ≤ 1 kV and for a current > 63 A,Reference to HS/CN:  8536 20 90,27122250
271223,"Apparatus for protecting electrical circuits n.e.c., for a voltage ≤ 1 000 V",,271223
27122330,"Electrical apparatus for protecting electrical circuits for a voltage ≤ 1 kV and a current ≤ 16 A (excluding fuses, automatic circuit breakers)",Reference to HS/CN:  8536 30 10,27122330
27122350,"Electrical apparatus for protecting electrical circuits for a voltage ≤ 1 kV and for a current > 16 A but ≤ 125 A (excluding fuses, automatic circuit breakers)",Reference to HS/CN:  8536 30 30,27122350
27122370,"Electrical apparatus for protecting electrical circuits for a voltage ≤ 1 kV and for a current > 125 A (excluding fuses, automatic circuit breakers)",Reference to HS/CN:  8536 30 90,27122370
271224,"Relays, for a voltage ≤ 1 000 V",,271224
27122433,Relays for a voltage ≤ 60 V and for a current ≤ 2 A,Reference to HS/CN:  8536 41 10,27122433
27122435,Relays for a voltage ≤ 60 V and for a current > 2 A,Reference to HS/CN:  8536 41 90,27122435
27122450,Relays for a voltage > 60 V but ≤ 1 kV,Reference to HS/CN:  8536 49,27122450
271231,"Boards and other bases, equipped with electrical switching or protecting apparatus, for a voltage ≤ 1 000 V",,271231
27123130,Numerical control panels with built-in automatic data-processing machine for a voltage ≤ 1 kV,Reference to HS/CN:  8537 10 10,27123130
27123150,Programmable memory controllers for a voltage ≤ 1 kV,Reference to HS/CN:  8537 10 91,27123150
27123170,"Other bases for electric control, distribution of electricity, voltage ≤ 1 000 V",Reference to HS/CN:  8537[.10(.95 + .98)],27123170
271232,"Boards and other bases, equipped with electrical switching or protecting apparatus, for a voltage > 1 000 V",,271232
27123203,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution of electricity, for a voltage > 1.000 V but ≤ 72,5 kV",Reference to HS/CN:  8537 20 91,27123203
27123205,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution of electricity, for a voltage > 72,5 kV",Reference to HS/CN:  8537 20 99,27123205
271240,Parts of electricity distribution or control apparatus,,271240
27124030,"Boards, panels, consoles, desks, cabinets and other bases for apparatus for electric control or the distribution of electricity (excluding those equipped with their apparatus)",Reference to HS/CN:  8538 10,27124030
27124090,"Other parts of apparatus of HS 8535, 8536, 8537",Reference to HS/CN:  8538[.90(.11 + .19 + .91 + .99)],27124090
2720,Manufacture of batteries and accumulators,,2720
272011,Primary cells and primary batteries,,272011
27201110,"Manganese dioxide cells and batteries, alkaline, in the form of cylindrical cells (excl. spent)",Reference to HS/CN:  8506 10 11,27201110
27201115,"Other manganese dioxide cells and batteries, alkaline (excl. spent, and cylindrical cells)",Reference to HS/CN:  8506 10 18,27201115
27201120,"Manganese dioxide cells and batteries, non-alkaline, in the form of cylindrical cells (excl. spent)",Reference to HS/CN:  8506 10 91,27201120
27201125,"Other manganese dioxide cells and batteries, non-alkaline (excl. spent, and cylindrical cells)",Reference to HS/CN:  8506 10 98,27201125
27201130,Mercuric oxide primary cells and primary batteries (excl. spent),Reference to HS/CN:  8506 30,27201130
27201140,Silver oxide primary cells and primary batteries (excl. spent),Reference to HS/CN:  8506 40,27201140
27201150,"Lithium primary cells and primary batteries, in the form of cylindrical cells (excl. spent)",Reference to HS/CN:  8506 50 10,27201150
27201155,"Lithium primary cells and primary batteries, in the form of button cells (excl. spent)",Reference to HS/CN:  8506 50 30,27201155
27201160,"Lithium primary cells and primary batteries (excl. spent, and in the form of cylindrical or button cells)",Reference to HS/CN:  8506 50 90,27201160
27201170,Air-zinc primary cells and primary batteries (excl. spent),Reference to HS/CN:  8506 60,27201170
27201175,"Dry zinc-carbon primary batteries of a voltage of >= 5,5 V but <= 6,5 V (excl. spent)",Reference to HS/CN:  8506 80 05,27201175
27201190,"Other primary cells and primary batteries, electric (excl. spent, dry zinc-carbon batteries of a voltage of >= 5,5 V but <= 6,5 V, and those of manganese dioxide, mercuric oxide, silver oxide, lithium and air-zinc)",Reference to HS/CN:  8506 80 80,27201190
272012,Parts of primary cells and primary batteries,,272012
27201200,"Parts of primary cells and primary batteries (excluding battery carbons, for rechargeable batteries)",Reference to HS/CN:  8506 90,27201200
272021,Lead-acid accumulators for starting piston engines,,272021
27202110,"Lead-acid accumulators of a kind used for starting piston engines (starter batteries), working with liquid electrolyte (excl. spent)",Reference to HS/CN:  8507 10 20,27202110
27202120,"Lead-acid accumulators of a kind used for starting piston engines (starter batteries), working with non-liquid electrolyte (excl. spent)",Reference to HS/CN:  8507 10 80,27202120
272022,"Lead-acid accumulators, excluding for starting piston engines",,272022
27202230,"Electric accumulators, including separators therefor, whether or not rectangular (including square). Other lead-acid accumulators than of a kind used for starting piston engine. Working with liquid electrolyte",Reference to HS/CN:  8507 20 20,27202230
27202240,"Electric accumulators, including separators therefor, whether or not rectangular (including square). Other lead-acid accumulators than of a kind used for starting piston engine. Other than working with liquid electrolyte",Reference to HS/CN:  8507 20 80,27202240
272023,"Nickel-cadmium, nickel metal hydride, lithium-ion, lithium polymer, nickel-iron and other electric accumulators",,272023
27202310,Hermetically sealed nickel-cadmium accumulators (excl. spent),Reference to HS/CN:  8507 30 20,27202310
27202320,Not hermetically sealed nickel-cadmium accumulators (excl. spent),Reference to HS/CN:  8507 30 80,27202320
27202330,Nickel-iron accumulators (excl. spent),Reference to HS/CN:  8507 40,27202330
27202340,Nickel-metal hydride accumulators (excl. spent),Reference to HS/CN:  8507 50,27202340
27202350,Lithium-ion accumulators (excl. spent),Reference to HS/CN:  8507 60,27202350
27202395,Other electric accumulators,Reference to HS/CN:  8507 80,27202395
272024,Parts of electric accumulators including separators,,272024
27202410,Parts of electric accumulators. Separators.,Reference to HS/CN:  8507 90 30,27202410
27202420,Parts of electric accumulators. Other than separators.,Reference to HS/CN:  8507 90 80,27202420
2731,Manufacture of fibre optic cables,,2731
273111,Optical fibre cables made up of individually sheathed fibres,,273111
27311100,Optical fibre cables made up of individually sheathed fibres whether or not assembled with electric conductors or fitted with connectors,Reference to HS/CN:  8544 70,27311100
273112,Optical fibres and optical fibre bundles; optical fibre cables (except those made up of individually sheathed fibres),,273112
27311200,Optical fibres and optical fibre bundles; optical fibre cables (except those made up of individually sheathed fibres),Reference to HS/CN:  9001[.10(.10 + .90)],27311200
2732,Manufacture of other electronic and electric wires and cables,,2732
273211,Insulated winding wire,,273211
27321100,Winding wire for electrical purposes,Reference to HS/CN:  8544[.11(.10 + .90) + .19],27321100
273212,Coaxial cable and other coaxial electric conductors,,273212
27321200,Insulated coaxial cables and other coaxial electric conductors for data and control purposes whether or not fitted with connectors,Reference to HS/CN:  8544 20,27321200
273213,"Other electric conductors, for a voltage ≤ 1 000 V",,273213
27321380,"Other electric conductors, for a voltage ≤ 1 000 V, not fitted with connectors",Reference to HS/CN:  8544[.49(.20 + .91 + .93 + .95 + .99)],27321380
273214,"Other electric conductors, for a voltage > 1 000 V",,273214
27321400,"Insulated electric conductors for voltage >1 000 V (excluding winding wire, coaxial cable and other coaxial electric conductors, ignition and other wiring sets used in vehicles, aircraft, ships)",Reference to HS/CN:  8544[.60(.10 + .90)],27321400
2733,Manufacture of wiring devices,,2733
273311,"Switches, for a voltage ≤ 1 000 V",,273311
27331100,Electrical apparatus for switching electrical circuits for a voltage ≤ 1 kV (including push-button and rotary switches) (excluding relays),Reference to HS/CN:  8536[.50(.03 + .05 + .07 + .11 + .15 + .19 + .80)],27331100
273312,"Lamp-holders, for a voltage ≤ 1 000 V",,273312
27331200,Lamp-holders for a voltage ≤ 1 kV,Reference to HS/CN:  8536[.61(.10 + .90)],27331200
273313,"Plugs, sockets and other apparatus for switching or protecting electrical circuits n.e.c.",,273313
27331310,Plugs and sockets for coaxial cables for a voltage ≤ 1 kV,Reference to HS/CN:  8536 69 10,27331310
27331330,Plugs and sockets for printed circuits for a voltage ≤ 1 kV,Reference to HS/CN:  8536 69 30,27331330
27331350,"Plugs and sockets for a voltage ≤ 1 kV (excluding for coaxial cables, for printed circuits)",Reference to HS/CN:  8536 69 90,27331350
27331360,Prefabricated elements for electrical circuits for a voltage ≤ 1 kV,Reference to HS/CN:  8536 90 01,27331360
27331370,Connections and contact elements for wires and cables for a voltage ≤ 1 kV,Reference to HS/CN:  8536 90 10,27331370
27331380,"Other apparatus for connections to or in electrical circuit, voltage ≤ 1 000 V",Reference to HS/CN:  8536[.70 + .90(.40 + .95)],27331380
273314,Electrical insulating fittings of plastics,,273314
27331410,"Trunking, ducting and cable trays for electrical circuits, of plastics",Reference to HS/CN:  3925 90 20,27331410
27331430,"Insulating fittings of plastic, for electrical machines, appliances or equipment (excluding electrical insulators)",Reference to HS/CN:  8547 20,27331430
2740,Manufacture of electric lighting equipment,,2740
274011,Sealed beam lamp units,,274011
