"NACE2","CPA21","Label_NACE2","Label_CPA21","Include_NACE2","Exclude_NACE2","Include_CPA21","Exclude_CPA21","Comment","URL"
"27.31","27.31.1","Fabrication de câbles de fibres optiques","Câbles de fibres optiques","Cette classe comprend: - la fabrication de câbles de fibres optiques pour la transmission des données ou la transmission en direct d’images","Cette classe ne comprend pas: - la fabrication de fibres de verre, voir 23.14 - la fabrication d’ensembles ou assemblages de câbles optiques équipés de connecteurs ou autres dispositifs similaires, voir en fonction de l’application, par exemple: 26.11",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2731"
"27.31","27.31.9","Fabrication de câbles de fibres optiques","Opérations sous-traitées intervenant dans la fabrication de câbles de fibres optiques","Cette classe comprend: - la fabrication de câbles de fibres optiques pour la transmission des données ou la transmission en direct d’images","Cette classe ne comprend pas: - la fabrication de fibres de verre, voir 23.14 - la fabrication d’ensembles ou assemblages de câbles optiques équipés de connecteurs ou autres dispositifs similaires, voir en fonction de l’application, par exemple: 26.11",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2731"
"27.32","27.32","Fabrication d'autres fils et câbles électroniques ou électriques","Autres fils et câbles électroniques ou électriques","Cette classe comprend: - la fabrication de fils et câbles isolés, en acier, cuivre, aluminium","Cette classe ne comprend pas: - la fabrication du fil (tréfilage), voir 24.34, 24.41, 24.42, 24.43, 24.44 et 24.45 - la fabrication de câbles pour ordinateurs, pour imprimantes, USB et câbles similaires, voir 26.11 - la fabrication de jeux de fils électriques avec des fils isolés et des connecteurs, voir 27.90 - la fabrication de faisceaux et jeux de fils pour véhicules, voir 29.31",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2732"
"27.32","27.32.1","Fabrication d'autres fils et câbles électroniques ou électriques","Autres fils et câbles électroniques ou électriques","Cette classe comprend: - la fabrication de fils et câbles isolés, en acier, cuivre, aluminium","Cette classe ne comprend pas: - la fabrication du fil (tréfilage), voir 24.34, 24.41, 24.42, 24.43, 24.44 et 24.45 - la fabrication de câbles pour ordinateurs, pour imprimantes, USB et câbles similaires, voir 26.11 - la fabrication de jeux de fils électriques avec des fils isolés et des connecteurs, voir 27.90 - la fabrication de faisceaux et jeux de fils pour véhicules, voir 29.31",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2732"
"27.32","27.32.9","Fabrication d'autres fils et câbles électroniques ou électriques","Opérations sous-traitées intervenant dans la fabrication d'autres fils et câbles électroniques ou électriques","Cette classe comprend: - la fabrication de fils et câbles isolés, en acier, cuivre, aluminium","Cette classe ne comprend pas: - la fabrication du fil (tréfilage), voir 24.34, 24.41, 24.42, 24.43, 24.44 et 24.45 - la fabrication de câbles pour ordinateurs, pour imprimantes, USB et câbles similaires, voir 26.11 - la fabrication de jeux de fils électriques avec des fils isolés et des connecteurs, voir 27.90 - la fabrication de faisceaux et jeux de fils pour véhicules, voir 29.31",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2732"
"27.33","27.33.9","Fabrication de matériel d'installation électrique","Opérations sous-traitées intervenant dans la fabrication de matériel d'installation électrique","Cette classe comprend la fabrication de dispositifs de câblage porteurs et non porteurs de courant pour le câblage d’installations électriques, quel que soit le matériau utilisé.  Cette classe comprend: - la fabrication de barres bus, de conducteurs électriques (sauf de type commutateurs) - la fabrication de disjoncteurs différentiels - la fabrication de douilles pour lampes - la fabrication de coupe-circuits et de bobines - la fabrication d’interrupteurs pour câblages électriques (tels que interrupteurs à poussoir, à bouton poussoir, à bascule, etc.) - la fabrication de prises de courant - la fabrication de boîtiers pour les câblages électriques (par exemple: jonctions, prises de courant, interrupteurs) - la fabrication de canalisations et accessoires électriques - la fabrication de quincaillerie de ligne électrique suspendue - la fabrication de dispositifs de câblage non porteurs de courant fait de plastique, boîtes de connexion, plaques, raccords de lignes de poteaux","Cette classe ne comprend pas: - la fabrication d’isolateurs en céramique, voir 23.43 - la fabrication de connecteurs, de prises et d’interrupteurs de type composants électroniques, voir 26.11",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2733"
"27.33","27.33","Fabrication de matériel d'installation électrique","Matériel d'installation électrique","Cette classe comprend la fabrication de dispositifs de câblage porteurs et non porteurs de courant pour le câblage d’installations électriques, quel que soit le matériau utilisé.  Cette classe comprend: - la fabrication de barres bus, de conducteurs électriques (sauf de type commutateurs) - la fabrication de disjoncteurs différentiels - la fabrication de douilles pour lampes - la fabrication de coupe-circuits et de bobines - la fabrication d’interrupteurs pour câblages électriques (tels que interrupteurs à poussoir, à bouton poussoir, à bascule, etc.) - la fabrication de prises de courant - la fabrication de boîtiers pour les câblages électriques (par exemple: jonctions, prises de courant, interrupteurs) - la fabrication de canalisations et accessoires électriques - la fabrication de quincaillerie de ligne électrique suspendue - la fabrication de dispositifs de câblage non porteurs de courant fait de plastique, boîtes de connexion, plaques, raccords de lignes de poteaux","Cette classe ne comprend pas: - la fabrication d’isolateurs en céramique, voir 23.43 - la fabrication de connecteurs, de prises et d’interrupteurs de type composants électroniques, voir 26.11",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2733"
"27.33","27.33.1","Fabrication de matériel d'installation électrique","Matériel d'installation électrique","Cette classe comprend la fabrication de dispositifs de câblage porteurs et non porteurs de courant pour le câblage d’installations électriques, quel que soit le matériau utilisé.  Cette classe comprend: - la fabrication de barres bus, de conducteurs électriques (sauf de type commutateurs) - la fabrication de disjoncteurs différentiels - la fabrication de douilles pour lampes - la fabrication de coupe-circuits et de bobines - la fabrication d’interrupteurs pour câblages électriques (tels que interrupteurs à poussoir, à bouton poussoir, à bascule, etc.) - la fabrication de prises de courant - la fabrication de boîtiers pour les câblages électriques (par exemple: jonctions, prises de courant, interrupteurs) - la fabrication de canalisations et accessoires électriques - la fabrication de quincaillerie de ligne électrique suspendue - la fabrication de dispositifs de câblage non porteurs de courant fait de plastique, boîtes de connexion, plaques, raccords de lignes de poteaux","Cette classe ne comprend pas: - la fabrication d’isolateurs en céramique, voir 23.43 - la fabrication de connecteurs, de prises et d’interrupteurs de type composants électroniques, voir 26.11",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2733"
"27.4","27.4","Fabrication d'appareils d'éclairage électrique","Appareils d'éclairage électrique",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_274"
"27.40","27.40.1","Fabrication d'appareils d'éclairage électrique","Lampes électriques à incandescence ou à décharge; lampes à arc","Cette classe comprend la fabrication d’ampoules et de tubes électriques, et de leurs pièces (à l’exception des ébauches de verre pour ampoules électriques), la fabrication d’appareils d’éclairage ainsi que de lampes de table et de lampadaires (à l’exception des dispositifs de câblage porteurs et non porteurs de courant).  Cette classe comprend: - la fabrication de lampes à décharge, à incandescence, à fluorescence, à ultraviolet, à infrarouge, etc., leurs ampoules et accessoires - la fabrication de plafonniers - la fabrication de chandeliers - la fabrication de lampes de table (dispositifs d’éclairage) - la fabrication d’ornements électriques pour arbres de Noël - la fabrication de dispositifs lumineux décoratifs pour foyers - la fabrication d’appareils et de dispositifs pour la production de la lumière-éclair - la fabrication de lampes anti-insectes - la fabrication de lanternes (au carbure, électriques, au gaz, à l’essence, au kérosène, etc.) - la fabrication de projecteurs - la fabrication d’appareils d’éclairage de rue (à l’exception des feux de signalisation) - la fabrication d’appareils d’éclairage pour le matériel de transport (véhicules à moteur, avions, navires, etc.)","Cette classe ne comprend pas: - la fabrication de verre et d’éléments en verre pour les appareils d’éclairage, voir 23.19 - la fabrication de dispositifs de câblage porteurs de courant pour les appareils d’éclairage, voir 27.33 - la fabrication de plafonniers ventilateurs ou de ventilateurs de salles de bain avec éclairage intégré, voir 27.51 - la fabrication d’appareils électriques de signalisation, tels que les feux de signalisation et les équipements de signalisation pour piétons, voir 27.90 - la fabrication de signaux électriques, voir 27.90",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2740"
"27.40","27.40.2","Fabrication d'appareils d'éclairage électrique","Appareils d'éclairage","Cette classe comprend la fabrication d’ampoules et de tubes électriques, et de leurs pièces (à l’exception des ébauches de verre pour ampoules électriques), la fabrication d’appareils d’éclairage ainsi que de lampes de table et de lampadaires (à l’exception des dispositifs de câblage porteurs et non porteurs de courant).  Cette classe comprend: - la fabrication de lampes à décharge, à incandescence, à fluorescence, à ultraviolet, à infrarouge, etc., leurs ampoules et accessoires - la fabrication de plafonniers - la fabrication de chandeliers - la fabrication de lampes de table (dispositifs d’éclairage) - la fabrication d’ornements électriques pour arbres de Noël - la fabrication de dispositifs lumineux décoratifs pour foyers - la fabrication d’appareils et de dispositifs pour la production de la lumière-éclair - la fabrication de lampes anti-insectes - la fabrication de lanternes (au carbure, électriques, au gaz, à l’essence, au kérosène, etc.) - la fabrication de projecteurs - la fabrication d’appareils d’éclairage de rue (à l’exception des feux de signalisation) - la fabrication d’appareils d’éclairage pour le matériel de transport (véhicules à moteur, avions, navires, etc.)","Cette classe ne comprend pas: - la fabrication de verre et d’éléments en verre pour les appareils d’éclairage, voir 23.19 - la fabrication de dispositifs de câblage porteurs de courant pour les appareils d’éclairage, voir 27.33 - la fabrication de plafonniers ventilateurs ou de ventilateurs de salles de bain avec éclairage intégré, voir 27.51 - la fabrication d’appareils électriques de signalisation, tels que les feux de signalisation et les équipements de signalisation pour piétons, voir 27.90 - la fabrication de signaux électriques, voir 27.90",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2740"
"27.40","27.40.3","Fabrication d'appareils d'éclairage électrique","Autres appareils d'éclairage","Cette classe comprend la fabrication d’ampoules et de tubes électriques, et de leurs pièces (à l’exception des ébauches de verre pour ampoules électriques), la fabrication d’appareils d’éclairage ainsi que de lampes de table et de lampadaires (à l’exception des dispositifs de câblage porteurs et non porteurs de courant).  Cette classe comprend: - la fabrication de lampes à décharge, à incandescence, à fluorescence, à ultraviolet, à infrarouge, etc., leurs ampoules et accessoires - la fabrication de plafonniers - la fabrication de chandeliers - la fabrication de lampes de table (dispositifs d’éclairage) - la fabrication d’ornements électriques pour arbres de Noël - la fabrication de dispositifs lumineux décoratifs pour foyers - la fabrication d’appareils et de dispositifs pour la production de la lumière-éclair - la fabrication de lampes anti-insectes - la fabrication de lanternes (au carbure, électriques, au gaz, à l’essence, au kérosène, etc.) - la fabrication de projecteurs - la fabrication d’appareils d’éclairage de rue (à l’exception des feux de signalisation) - la fabrication d’appareils d’éclairage pour le matériel de transport (véhicules à moteur, avions, navires, etc.)","Cette classe ne comprend pas: - la fabrication de verre et d’éléments en verre pour les appareils d’éclairage, voir 23.19 - la fabrication de dispositifs de câblage porteurs de courant pour les appareils d’éclairage, voir 27.33 - la fabrication de plafonniers ventilateurs ou de ventilateurs de salles de bain avec éclairage intégré, voir 27.51 - la fabrication d’appareils électriques de signalisation, tels que les feux de signalisation et les équipements de signalisation pour piétons, voir 27.90 - la fabrication de signaux électriques, voir 27.90",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2740"
"27.40","27.40.4","Fabrication d'appareils d'éclairage électrique","Parties de lampes et d'appareils d'éclairage","Cette classe comprend la fabrication d’ampoules et de tubes électriques, et de leurs pièces (à l’exception des ébauches de verre pour ampoules électriques), la fabrication d’appareils d’éclairage ainsi que de lampes de table et de lampadaires (à l’exception des dispositifs de câblage porteurs et non porteurs de courant).  Cette classe comprend: - la fabrication de lampes à décharge, à incandescence, à fluorescence, à ultraviolet, à infrarouge, etc., leurs ampoules et accessoires - la fabrication de plafonniers - la fabrication de chandeliers - la fabrication de lampes de table (dispositifs d’éclairage) - la fabrication d’ornements électriques pour arbres de Noël - la fabrication de dispositifs lumineux décoratifs pour foyers - la fabrication d’appareils et de dispositifs pour la production de la lumière-éclair - la fabrication de lampes anti-insectes - la fabrication de lanternes (au carbure, électriques, au gaz, à l’essence, au kérosène, etc.) - la fabrication de projecteurs - la fabrication d’appareils d’éclairage de rue (à l’exception des feux de signalisation) - la fabrication d’appareils d’éclairage pour le matériel de transport (véhicules à moteur, avions, navires, etc.)","Cette classe ne comprend pas: - la fabrication de verre et d’éléments en verre pour les appareils d’éclairage, voir 23.19 - la fabrication de dispositifs de câblage porteurs de courant pour les appareils d’éclairage, voir 27.33 - la fabrication de plafonniers ventilateurs ou de ventilateurs de salles de bain avec éclairage intégré, voir 27.51 - la fabrication d’appareils électriques de signalisation, tels que les feux de signalisation et les équipements de signalisation pour piétons, voir 27.90 - la fabrication de signaux électriques, voir 27.90",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2740"
"27.40","27.40.9","Fabrication d'appareils d'éclairage électrique","Opérations sous-traitées intervenant dans la fabrication d'appareils d'éclairage électrique","Cette classe comprend la fabrication d’ampoules et de tubes électriques, et de leurs pièces (à l’exception des ébauches de verre pour ampoules électriques), la fabrication d’appareils d’éclairage ainsi que de lampes de table et de lampadaires (à l’exception des dispositifs de câblage porteurs et non porteurs de courant).  Cette classe comprend: - la fabrication de lampes à décharge, à incandescence, à fluorescence, à ultraviolet, à infrarouge, etc., leurs ampoules et accessoires - la fabrication de plafonniers - la fabrication de chandeliers - la fabrication de lampes de table (dispositifs d’éclairage) - la fabrication d’ornements électriques pour arbres de Noël - la fabrication de dispositifs lumineux décoratifs pour foyers - la fabrication d’appareils et de dispositifs pour la production de la lumière-éclair - la fabrication de lampes anti-insectes - la fabrication de lanternes (au carbure, électriques, au gaz, à l’essence, au kérosène, etc.) - la fabrication de projecteurs - la fabrication d’appareils d’éclairage de rue (à l’exception des feux de signalisation) - la fabrication d’appareils d’éclairage pour le matériel de transport (véhicules à moteur, avions, navires, etc.)","Cette classe ne comprend pas: - la fabrication de verre et d’éléments en verre pour les appareils d’éclairage, voir 23.19 - la fabrication de dispositifs de câblage porteurs de courant pour les appareils d’éclairage, voir 27.33 - la fabrication de plafonniers ventilateurs ou de ventilateurs de salles de bain avec éclairage intégré, voir 27.51 - la fabrication d’appareils électriques de signalisation, tels que les feux de signalisation et les équipements de signalisation pour piétons, voir 27.90 - la fabrication de signaux électriques, voir 27.90",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2740"
"27.40","27.40","Fabrication d'appareils d'éclairage électrique","Appareils d'éclairage électrique","Cette classe comprend la fabrication d’ampoules et de tubes électriques, et de leurs pièces (à l’exception des ébauches de verre pour ampoules électriques), la fabrication d’appareils d’éclairage ainsi que de lampes de table et de lampadaires (à l’exception des dispositifs de câblage porteurs et non porteurs de courant).  Cette classe comprend: - la fabrication de lampes à décharge, à incandescence, à fluorescence, à ultraviolet, à infrarouge, etc., leurs ampoules et accessoires - la fabrication de plafonniers - la fabrication de chandeliers - la fabrication de lampes de table (dispositifs d’éclairage) - la fabrication d’ornements électriques pour arbres de Noël - la fabrication de dispositifs lumineux décoratifs pour foyers - la fabrication d’appareils et de dispositifs pour la production de la lumière-éclair - la fabrication de lampes anti-insectes - la fabrication de lanternes (au carbure, électriques, au gaz, à l’essence, au kérosène, etc.) - la fabrication de projecteurs - la fabrication d’appareils d’éclairage de rue (à l’exception des feux de signalisation) - la fabrication d’appareils d’éclairage pour le matériel de transport (véhicules à moteur, avions, navires, etc.)","Cette classe ne comprend pas: - la fabrication de verre et d’éléments en verre pour les appareils d’éclairage, voir 23.19 - la fabrication de dispositifs de câblage porteurs de courant pour les appareils d’éclairage, voir 27.33 - la fabrication de plafonniers ventilateurs ou de ventilateurs de salles de bain avec éclairage intégré, voir 27.51 - la fabrication d’appareils électriques de signalisation, tels que les feux de signalisation et les équipements de signalisation pour piétons, voir 27.90 - la fabrication de signaux électriques, voir 27.90",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2740"
"27.5","27.5","Fabrication d'appareils ménagers","Appareils ménagers","Ce groupe comprend la fabrication de petits appareils électroménagers, de ventilateurs de type ménager, d’aspirateurs de ménage, de cireuses électriques, de chauffe-plats domestiques, de machines de blanchisserie, de réfrigérateurs de ménage, de congélateurs verticaux et de congélateurs bahuts, ainsi que d’autres appareils ménagers électriques ou non, tels que machines à laver la vaisselle, chauffe-eau et broyeurs pour déchets. Ce groupe comprend la fabrication d’appareils fonctionnant à l’électricité, au gaz ou avec d’autres sources d’énergie.",NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_275"
"27.51","27.51","Fabrication d'appareils électroménagers","Appareils électroménagers","Cette classe comprend: - la fabrication d’appareils électroménagers:   • réfrigérateurs   • congélateurs   • machines à laver la vaisselle   • machines à laver et à sécher le linge   • aspirateurs   • polisseurs de sols   • broyeurs de déchets   • presse-fruits et presse-légumes   • ouvre-boîtes   • rasoirs électriques, brosses à dents électriques et autres appareils domestiques électriques   • appareils à aiguiser les couteaux   • hottes aspirantes à extraction ou à recyclage - la fabrication d’appareils électrothermiques à usage domestique:   • chauffe-eau électriques   • couvertures chauffantes   • sèche-cheveux, peignes, brosses, appareils à friser électriques   • fers à repasser électriques   • appareils pour le chauffage des locaux et ventilateurs de type ménager, portatifs   • fours électriques   • fours à micro-ondes   • cuisinières, chauffe-plats   • grille-pain   • appareils pour la préparation du café ou du thé   • poêles à frire, rôtissoires, grils, hottes   • résistances chauffantes, etc.","Cette classe ne comprend pas: - la fabrication de réfrigérateurs et de congélateurs à usage commercial et industriel, de matériel de conditionnement d’air, de ventilateurs de grenier, de chauffage de locaux à montage permanent, de ventilateurs d’évacuation, d’appareils pour la cuisine de type commercial, d’appareils de blanchisserie ou de nettoyage à sec de type commercial, d’aspirateurs de type commercial, industriel et institutionnel, voir division 28 - la fabrication de machines à coudre destinées à un usage domestique, voir 28.94 - l’installation d’aspirateurs à unité centrale, voir 43.29",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2751"
"27.51","27.51.1","Fabrication d'appareils électroménagers","Réfrigérateurs et congélateurs; lave-vaisselle et lave-linge; couvertures chauffantes; ventilateurs","Cette classe comprend: - la fabrication d’appareils électroménagers:   • réfrigérateurs   • congélateurs   • machines à laver la vaisselle   • machines à laver et à sécher le linge   • aspirateurs   • polisseurs de sols   • broyeurs de déchets   • presse-fruits et presse-légumes   • ouvre-boîtes   • rasoirs électriques, brosses à dents électriques et autres appareils domestiques électriques   • appareils à aiguiser les couteaux   • hottes aspirantes à extraction ou à recyclage - la fabrication d’appareils électrothermiques à usage domestique:   • chauffe-eau électriques   • couvertures chauffantes   • sèche-cheveux, peignes, brosses, appareils à friser électriques   • fers à repasser électriques   • appareils pour le chauffage des locaux et ventilateurs de type ménager, portatifs   • fours électriques   • fours à micro-ondes   • cuisinières, chauffe-plats   • grille-pain   • appareils pour la préparation du café ou du thé   • poêles à frire, rôtissoires, grils, hottes   • résistances chauffantes, etc.","Cette classe ne comprend pas: - la fabrication de réfrigérateurs et de congélateurs à usage commercial et industriel, de matériel de conditionnement d’air, de ventilateurs de grenier, de chauffage de locaux à montage permanent, de ventilateurs d’évacuation, d’appareils pour la cuisine de type commercial, d’appareils de blanchisserie ou de nettoyage à sec de type commercial, d’aspirateurs de type commercial, industriel et institutionnel, voir division 28 - la fabrication de machines à coudre destinées à un usage domestique, voir 28.94 - l’installation d’aspirateurs à unité centrale, voir 43.29",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2751"
"27.51","27.51.2","Fabrication d'appareils électroménagers","Autres appareils électroménagers n.c.a.","Cette classe comprend: - la fabrication d’appareils électroménagers:   • réfrigérateurs   • congélateurs   • machines à laver la vaisselle   • machines à laver et à sécher le linge   • aspirateurs   • polisseurs de sols   • broyeurs de déchets   • presse-fruits et presse-légumes   • ouvre-boîtes   • rasoirs électriques, brosses à dents électriques et autres appareils domestiques électriques   • appareils à aiguiser les couteaux   • hottes aspirantes à extraction ou à recyclage - la fabrication d’appareils électrothermiques à usage domestique:   • chauffe-eau électriques   • couvertures chauffantes   • sèche-cheveux, peignes, brosses, appareils à friser électriques   • fers à repasser électriques   • appareils pour le chauffage des locaux et ventilateurs de type ménager, portatifs   • fours électriques   • fours à micro-ondes   • cuisinières, chauffe-plats   • grille-pain   • appareils pour la préparation du café ou du thé   • poêles à frire, rôtissoires, grils, hottes   • résistances chauffantes, etc.","Cette classe ne comprend pas: - la fabrication de réfrigérateurs et de congélateurs à usage commercial et industriel, de matériel de conditionnement d’air, de ventilateurs de grenier, de chauffage de locaux à montage permanent, de ventilateurs d’évacuation, d’appareils pour la cuisine de type commercial, d’appareils de blanchisserie ou de nettoyage à sec de type commercial, d’aspirateurs de type commercial, industriel et institutionnel, voir division 28 - la fabrication de machines à coudre destinées à un usage domestique, voir 28.94 - l’installation d’aspirateurs à unité centrale, voir 43.29",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2751"
"27.51","27.51.3","Fabrication d'appareils électroménagers","Parties d'appareils électroménagers","Cette classe comprend: - la fabrication d’appareils électroménagers:   • réfrigérateurs   • congélateurs   • machines à laver la vaisselle   • machines à laver et à sécher le linge   • aspirateurs   • polisseurs de sols   • broyeurs de déchets   • presse-fruits et presse-légumes   • ouvre-boîtes   • rasoirs électriques, brosses à dents électriques et autres appareils domestiques électriques   • appareils à aiguiser les couteaux   • hottes aspirantes à extraction ou à recyclage - la fabrication d’appareils électrothermiques à usage domestique:   • chauffe-eau électriques   • couvertures chauffantes   • sèche-cheveux, peignes, brosses, appareils à friser électriques   • fers à repasser électriques   • appareils pour le chauffage des locaux et ventilateurs de type ménager, portatifs   • fours électriques   • fours à micro-ondes   • cuisinières, chauffe-plats   • grille-pain   • appareils pour la préparation du café ou du thé   • poêles à frire, rôtissoires, grils, hottes   • résistances chauffantes, etc.","Cette classe ne comprend pas: - la fabrication de réfrigérateurs et de congélateurs à usage commercial et industriel, de matériel de conditionnement d’air, de ventilateurs de grenier, de chauffage de locaux à montage permanent, de ventilateurs d’évacuation, d’appareils pour la cuisine de type commercial, d’appareils de blanchisserie ou de nettoyage à sec de type commercial, d’aspirateurs de type commercial, industriel et institutionnel, voir division 28 - la fabrication de machines à coudre destinées à un usage domestique, voir 28.94 - l’installation d’aspirateurs à unité centrale, voir 43.29",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2751"
"27.51","27.51.9","Fabrication d'appareils électroménagers","Opérations sous-traitées intervenant dans la fabrication d'appareils électroménagers","Cette classe comprend: - la fabrication d’appareils électroménagers:   • réfrigérateurs   • congélateurs   • machines à laver la vaisselle   • machines à laver et à sécher le linge   • aspirateurs   • polisseurs de sols   • broyeurs de déchets   • presse-fruits et presse-légumes   • ouvre-boîtes   • rasoirs électriques, brosses à dents électriques et autres appareils domestiques électriques   • appareils à aiguiser les couteaux   • hottes aspirantes à extraction ou à recyclage - la fabrication d’appareils électrothermiques à usage domestique:   • chauffe-eau électriques   • couvertures chauffantes   • sèche-cheveux, peignes, brosses, appareils à friser électriques   • fers à repasser électriques   • appareils pour le chauffage des locaux et ventilateurs de type ménager, portatifs   • fours électriques   • fours à micro-ondes   • cuisinières, chauffe-plats   • grille-pain   • appareils pour la préparation du café ou du thé   • poêles à frire, rôtissoires, grils, hottes   • résistances chauffantes, etc.","Cette classe ne comprend pas: - la fabrication de réfrigérateurs et de congélateurs à usage commercial et industriel, de matériel de conditionnement d’air, de ventilateurs de grenier, de chauffage de locaux à montage permanent, de ventilateurs d’évacuation, d’appareils pour la cuisine de type commercial, d’appareils de blanchisserie ou de nettoyage à sec de type commercial, d’aspirateurs de type commercial, industriel et institutionnel, voir division 28 - la fabrication de machines à coudre destinées à un usage domestique, voir 28.94 - l’installation d’aspirateurs à unité centrale, voir 43.29",NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2751"
"27.52","27.52.1","Fabrication d'appareils ménagers non électriques","Appareils ménagers de cuisson et de chauffage, non électriques","Cette classe comprend: - la fabrication d’appareils non électriques pour le chauffage des locaux et la cuisine domestique:   • appareils pour le chauffage des locaux, cuisinières, grils, poêles, chauffe-eau, ustensiles de cuisine, chauffe-plats, non électriques",NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2752"
"27.52","27.52.2","Fabrication d'appareils ménagers non électriques","Parties d'appareils de cuisson ou de chauffage, non électriques","Cette classe comprend: - la fabrication d’appareils non électriques pour le chauffage des locaux et la cuisine domestique:   • appareils pour le chauffage des locaux, cuisinières, grils, poêles, chauffe-eau, ustensiles de cuisine, chauffe-plats, non électriques",NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2752"
"27.52","27.52.9","Fabrication d'appareils ménagers non électriques","Opérations sous-traitées intervenant dans la fabrication d'appareils ménagers non électriques","Cette classe comprend: - la fabrication d’appareils non électriques pour le chauffage des locaux et la cuisine domestique:   • appareils pour le chauffage des locaux, cuisinières, grils, poêles, chauffe-eau, ustensiles de cuisine, chauffe-plats, non électriques",NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2752"
"27.52","27.52","Fabrication d'appareils ménagers non électriques","Appareils ménagers non électriques","Cette classe comprend: - la fabrication d’appareils non électriques pour le chauffage des locaux et la cuisine domestique:   • appareils pour le chauffage des locaux, cuisinières, grils, poêles, chauffe-eau, ustensiles de cuisine, chauffe-plats, non électriques",NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_2752"
"27.9","27.9","Fabrication d'autres matériels électriques","Autres matériels électriques",NA,NA,NA,NA,NA,"http://data.europa.eu/ux2/nace2/NACE2_CPA21_279"
