CN 2022,SupText,URI,Name
02072490,"Fresh or chilled, plucked and drawn turkeys of the species domesticus, without heads, feet, necks, hearts, livers and gizzards, known as ""73% turkeys"", and other forms of fresh or chilled turkeys, not cut in pieces (excl. ""80% turkeys"")",020724900080,"0207 24 90 --- Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as ‘73 % turkeys’, or otherwise presented"
020725,"Frozen turkeys of the species domesticus, not cut into pieces",020725000080,"0207 25 -- Not cut in pieces, frozen"
02072510,"Frozen turkeys of the species domesticus, plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as ""80% turkeys""",020725100080,"0207 25 10 --- Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as ‘80 % turkeys’"
02072590,"Frozen turkeys of the species domesticus, plucked and drawn, without heads, feet, necks, hearts, livers and gizzards, known as ""73% turkeys"", and other forms of turkeys, not cut in pieces (excl. ""80% turkeys"")",020725900080,"0207 25 90 --- Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as ‘73 % turkeys’, or otherwise presented"
020726,Fresh or chilled cuts and edible offal of turkeys of the species domesticus,020726000080,"0207 26 -- Cuts and offal, fresh or chilled"
02072610,Fresh or chilled boneless cuts of turkeys of the species domesticus,020726100080,0207 26 10 ---- Boneless
02072620,Fresh or chilled halves or quarters of turkeys of the species domesticus,020726200080,0207 26 20 ----- Halves or quarters
02072630,"Fresh or chilled whole wings, with or without tips, of turkeys of the species domesticus",020726300080,"0207 26 30 ----- Whole wings, with or without tips"
02072640,"Fresh or chilled backs, necks, backs with necks attached, rumps and wing-tips of turkeys of the species domesticus",020726400080,"0207 26 40 ----- Backs, necks, backs with necks attached, rumps and wing-tips"
02072650,"Fresh or chilled breasts and cuts thereof of turkeys of the species domesticus, with bone in",020726500080,0207 26 50 ----- Breasts and cuts thereof
02072660,"Fresh or chilled drumsticks and cuts thereof of turkeys of the species domesticus, with bone in",020726600080,0207 26 60 ------ Drumsticks and cuts of drumsticks
02072670,"Fresh or chilled legs and cuts thereof of turkeys of the species domesticus, with bone in (excl. drumsticks)",020726700080,0207 26 70 ------ Other
02072680,"Fresh or chilled cuts of turkeys of the species domesticus, with bone in (excl. halves or quarters, whole wings, with or without tips, backs, necks, backs with necks attached, rumps and wing-tips, breasts, legs and cuts thereof)",020726800080,0207 26 80 ----- Other
02072691,Fresh or chilled edible livers of turkeys of the species domesticus,020726910080,0207 26 91 ---- Livers
02072699,Fresh or chilled edible offal of turkeys of the species domesticus (excl. livers),020726990080,0207 26 99 ---- Other
020727,Frozen cuts and edible offal of turkeys of the species domesticus,020727000080,"0207 27 -- Cuts and offal, frozen"
02072710,Frozen boneless cuts of turkeys of the species domesticus,020727100080,0207 27 10 ---- Boneless
02072720,Frozen halves and quarters of turkeys of the species domesticus,020727200080,0207 27 20 ----- Halves or quarters
02072730,"Frozen whole wings, with or without tips, of turkeys of the species domesticus",020727300080,"0207 27 30 ----- Whole wings, with or without tips"
02072740,"Frozen backs, necks, backs with necks attached, rumps and wing-tips of turkeys of the species domesticus",020727400080,"0207 27 40 ----- Backs, necks, backs with necks attached, rumps and wing-tips"
02072750,"Frozen breasts and cuts thereof of turkeys of the species domesticus, with bone in",020727500080,0207 27 50 ----- Breasts and cuts thereof
02072760,"Frozen drumsticks and cuts thereof of turkeys of the species domesticus, with bone in",020727600080,0207 27 60 ------ Drumsticks and cuts thereof
02072770,"Frozen legs and cuts thereof of turkeys of the species domesticus, with bone in (excl. drumsticks)",020727700080,0207 27 70 ------ Other
02072780,"Frozen cuts of turkeys of the species domesticus, with bone in (excl. halves or quarters, whole wings, with or without tips, backs, necks, backs with necks attached, rumps and wing-tips, breasts, legs and cuts thereof)",020727800080,0207 27 80 ----- Other
02072791,Frozen edible livers of turkeys of the species domesticus,020727910080,0207 27 91 ---- Livers
02072799,Frozen edible offal of turkeys of the species domesticus (excl. livers),020727990080,0207 27 99 ---- Other
020741,"Fresh or chilled domestic ducks, not cut in pieces",020741000080,"0207 41 -- Not cut in pieces, fresh or chilled"
02074120,"Fresh or chilled domestic ducks, not cut in pieces, plucked, bled, gutted but not drawn, with heads and feet ""85 % ducks""",020741200080,"0207 41 20 --- Plucked, bled, gutted but not drawn, with heads and feet, known as ‘85 % ducks’"
02074130,"Fresh or chilled domestic ducks, not cut in pieces, plucked and drawn, without heads and feet but with necks, hearts, livers and gizzard ""70 % ducks""",020741300080,"0207 41 30 --- Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as ‘70 % ducks’"
02074180,"Fresh or chilled domestic ducks, not cut in pieces, plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, ""63 % ducks"" or otherwise presented",020741800080,"0207 41 80 --- Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as ‘63 % ducks’, or otherwise presented"
020742,"Frozen domestic ducks, not cut in pieces",020742000080,"0207 42 -- Not cut in pieces, frozen"
02074230,"Frozen domestic ducks, not cut in pieces, plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards ""70 % ducks""",020742300080,"0207 42 30 --- Plucked and drawn, without heads and feet but with necks, hearts, livers and gizzards, known as ‘70 % ducks’"
02074280,"Frozen domestic ducks, not cut in pieces, plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, ""63 % ducks"" or otherwise presented",020742800080,"0207 42 80 --- Plucked and drawn, without heads and feet and without necks, hearts, livers and gizzards, known as ‘63 % ducks’, or otherwise presented"
02074300,"Fatty livers of domestic ducks, fresh or chilled",020743000080,"0207 43 00 -- Fatty livers, fresh or chilled"
020744,Fresh or chilled cuts and edible offal of domestic ducks (excl. fatty livers),020744000080,"0207 44 -- Other, fresh or chilled"
02074410,"Fresh or chilled cuts of domestic ducks, boneless",020744100080,0207 44 10 ---- Boneless
02074421,Fresh or chilled halves or quarters of domestic ducks,020744210080,0207 44 21 ----- Halves or quarters
02074431,Fresh or chilled whole wings of domestic ducks,020744310080,"0207 44 31 ----- Whole wings, with or without tips"
02074441,"Fresh or chilled backs, necks, backs with necks attached, rumps and wing-tips of domestic ducks",020744410080,"0207 44 41 ----- Backs, necks, backs with necks attached, rumps and wing-tips"
02074451,"Fresh or chilled breasts and cuts thereof, of domestic ducks, with bone in",020744510080,0207 44 51 ----- Breasts and cuts thereof
02074461,"Fresh or chilled legs and cuts thereof, of domestic ducks, with bone in",020744610080,0207 44 61 ----- Legs and cuts thereof
02074471,"Fresh or chilled paletots of domestic ducks, with bone in",020744710080,0207 44 71 ----- Paletots
02074481,"Fresh or chilled cuts of domestic ducks, with bone in, n.e.s.",020744810080,0207 44 81 ----- Other
02074491,Fresh or chilled livers of domestic ducks (excl. fatty),020744910080,"0207 44 91 ---- Livers, other than fatty livers"
02074499,Fresh or chilled edible offal of domestic ducks (excl. livers),020744990080,0207 44 99 ---- Other
020745,Frozen cuts and edible offal of domestic ducks,020745000080,"0207 45 -- Other, frozen"
02074510,"Frozen cuts of domestic ducks, boneless",020745100080,0207 45 10 ---- Boneless
02074521,Frozen halves or quarters of domestic ducks,020745210080,0207 45 21 ----- Halves or quarters
02074531,Frozen whole wings of domestic ducks,020745310080,"0207 45 31 ----- Whole wings, with or without tips"
02074541,"Frozen  backs, necks, backs with necks attached, rumps and wing-tips of domestic ducks",020745410080,"0207 45 41 ----- Backs, necks, backs with necks attached, rumps and wing-tips"
02074551,"Frozen breasts and cuts thereof, of domestic ducks, with bone in",020745510080,0207 45 51 ----- Breasts and cuts thereof
02074561,"Frozen legs and cuts thereof, of domestic ducks, with bone in",020745610080,0207 45 61 ----- Legs and cuts thereof
02074571,"Frozen paletots of domestic ducks, with bone in",020745710080,0207 45 71 ----- Paletots
02074581,"Frozen cuts of domestic ducks, with bone in, n.e.s.",020745810080,0207 45 81 ----- Other
02074593,Frozen fatty livers of domestic ducks,020745930080,0207 45 93 ----- Fatty livers
02074595,Frozen livers of domestic ducks (excl. fatty),020745950080,0207 45 95 ----- Other
02074599,Frozen edible offal of domestic ducks (excl. livers),020745990080,0207 45 99 ---- Other
020751,"Fresh or chilled domestic geese, not cut in pieces",020751000080,"0207 51 -- Not cut in pieces, fresh or chilled"
02075110,"Fresh or chilled domestic geese, not cut in pieces, plucked, bled, not drawn, with heads and feet ""82 % geese""",020751100080,"0207 51 10 --- Plucked, bled, not drawn, with heads and feet, known as ‘82 % geese’"
02075190,"Fresh or chilled domestic geese, not cut in pieces, plucked and drawn, without heads and feet, with or without hearts and gizzards, ""75 % geese"" or otherwise presented",020751900080,"0207 51 90 --- Plucked and drawn, without heads and feet, with or without hearts and gizzards, known as ‘75 % geese’, or otherwise presented"
020752,"Frozen domestic geese, not cut in pieces",020752000080,"0207 52 -- Not cut in pieces, frozen"
02075210,"Frozen domestic geese, not cut in pieces, plucked, bled, not drawn, with heads and feet ""82 % geese""",020752100080,"0207 52 10 --- Plucked, bled, not drawn, with heads and feet, known as ‘82 % geese’"
02075290,"Frozen domestic geese, not cut in pieces, plucked and drawn, without heads and feet, with or without hearts and gizzards, ""75 % geese"" or otherwise presented",020752900080,"0207 52 90 --- Plucked and drawn, without heads and feet, with or without hearts and gizzards, known as ‘75 % geese’, or otherwise presented"
02075300,"Fatty livers of domestic geese, fresh or chilled",020753000080,"0207 53 00 -- Fatty livers, fresh or chilled"
020754,Fresh or chilled cuts and edible offal of domestic geese (excl. fatty livers),020754000080,"0207 54 -- Other, fresh or chilled"
02075410,"Fresh or chilled cuts of domestic geese, boneless",020754100080,0207 54 10 ---- Boneless
02075421,Fresh or chilled halves or quarters of domestic geese,020754210080,0207 54 21 ----- Halves or quarters
02075431,Fresh or chilled whole wings of domestic geese,020754310080,"0207 54 31 ----- Whole wings, with or without tips"
02075441,"Fresh or chilled backs, necks, backs with necks attached, rumps and wing-tips of domestic geese",020754410080,"0207 54 41 ----- Backs, necks, backs with necks attached, rumps and wing-tips"
02075451,"Fresh or chilled breasts and cuts thereof, of domestic geese, with bone in",020754510080,0207 54 51 ----- Breasts and cuts thereof
02075461,"Fresh or chilled legs and cuts thereof, of domestic geese, with bone in",020754610080,0207 54 61 ----- Legs and cuts thereof
02075471,"Fresh or chilled paletots of domestic geese, with bone in",020754710080,0207 54 71 ----- Paletots
02075481,"Fresh or chilled cuts of domestic geese, with bone in, n.e.s.",020754810080,0207 54 81 ----- Other
02075491,Fresh or chilled livers of domestic geese (excl. fatty),020754910080,"0207 54 91 ---- Livers, other than fatty livers"
02075499,Fresh or chilled edible offal of domestic geese (excl. livers),020754990080,0207 54 99 ---- Other
020755,Frozen cuts and edible offal of domestic geese,020755000080,"0207 55 -- Other, frozen"
02075510,"Frozen cuts of domestic geese, boneless",020755100080,0207 55 10 ---- Boneless
02075521,Frozen halves or quarters of domestic geese,020755210080,0207 55 21 ----- Halves or quarters
02075531,Frozen whole wings of domestic geese,020755310080,"0207 55 31 ----- Whole wings, with or without tips"
02075541,"Frozen  backs, necks, backs with necks attached, rumps and wing-tips of domestic geese",020755410080,"0207 55 41 ----- Backs, necks, backs with necks attached, rumps and wing-tips"
02075551,"Frozen breasts and cuts thereof, of domestic geese, with bone in",020755510080,0207 55 51 ----- Breasts and cuts thereof
02075561,"Frozen legs and cuts thereof, of domestic geese, with bone in",020755610080,0207 55 61 ----- Legs and cuts thereof
02075571,"Frozen paletots of domestic geese, with bone in",020755710080,0207 55 71 ----- Paletots
02075581,"Frozen cuts of domestic geese, with bone in, n.e.s.",020755810080,0207 55 81 ----- Other
02075593,Frozen fatty livers of domestic geese,020755930080,0207 55 93 ----- Fatty livers
02075595,Frozen livers of domestic geese (excl. fatty),020755950080,0207 55 95 ----- Other
02075599,Frozen edible offal of domestic geese (excl. livers),020755990080,0207 55 99 ---- Other
020760,"Meat and edible offal of domestic guinea fowls, fresh, chilled or frozen",020760000080,0207 60 - Of guinea fowls
02076005,"Fresh, chilled or frozen domestic guinea fowls, not cut in pieces",020760050080,"0207 60 05 -- Not cut in pieces, fresh, chilled or frozen"
02076010,"Fresh, chilled or frozen cuts of domestic guinea fowls, boneless",020760100080,0207 60 10 ---- Boneless
02076021,"Fresh, chilled or frozen halves or quarters of domestic guinea fowls",020760210080,0207 60 21 ----- Halves or quarters
02076031,"Fresh, chilled or frozen whole wings of domestic guinea fowls",020760310080,"0207 60 31 ----- Whole wings, with or without tips"
02076041,"Fresh, chilled or frozen backs, necks, backs with necks attached, rumps and wing-tips of domestic guinea fowls",020760410080,"0207 60 41 ----- Backs, necks, backs with necks attached, rumps and wing-tips"
02076051,"Fresh, chilled or frozen breasts and cuts thereof, of domestic guinea fowls, with bone in",020760510080,0207 60 51 ----- Breasts and cuts thereof
