NAICS 2017,NAICS 2022,2017 NAICS Title,2022 NAICS Title,Change Indicator
562219,562219,Other Nonhazardous Waste Treatment and Disposal,Other Nonhazardous Waste Treatment and Disposal,
331529,331529,Other Nonferrous Metal Foundries (except Die-Casting),Other Nonferrous Metal Foundries (except Die-Casting),
52229,52229,Other Nondepository Credit Intermediation,Other Nondepository Credit Intermediation,
111339,111339,Other Noncitrus Fruit Farming,Other Noncitrus Fruit Farming,
33639,33639,Other Motor Vehicle Parts ManufacturingT,Other Motor Vehicle Parts ManufacturingT,
336390,336390,Other Motor Vehicle Parts Manufacturing,Other Motor Vehicle Parts Manufacturing,
4412,4412,Other Motor Vehicle Dealers,Other Motor Vehicle Dealers,
512199,512199,Other Motion Picture and Video Industries,Other Motion Picture and Video Industries,
42499,42499,Other Miscellaneous Nondurable Goods Merchant Wholesalers,Other Miscellaneous Nondurable Goods Merchant Wholesalers,
424990,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,Other Miscellaneous Nondurable Goods Merchant Wholesalers,
3399,3399,Other Miscellaneous ManufacturingT,Other Miscellaneous ManufacturingT,
42399,42399,Other Miscellaneous Durable Goods Merchant Wholesalers,Other Miscellaneous Durable Goods Merchant Wholesalers,
423990,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,Other Miscellaneous Durable Goods Merchant Wholesalers,
321918,321918,Other Millwork (including Flooring),Other Millwork (including Flooring),
332919,332919,Other Metal Valve and Pipe Fitting Manufacturing,Other Metal Valve and Pipe Fitting Manufacturing,
21229,21229,Other Metal Ore MiningT,Other Metal Ore MiningT,
332439,332439,Other Metal Container Manufacturing,Other Metal Container Manufacturing,
334519,334519,Other Measuring and Controlling Device Manufacturing,Other Measuring and Controlling Device Manufacturing,
114119,114119,Other Marine Fishing,Other Marine Fishing,
541618,541618,Other Management Consulting Services,Other Management Consulting Services,
54119,54119,Other Legal ServicesT,Other Legal ServicesT,
3169,3169,Other Leather and Allied Product ManufacturingT,Other Leather and Allied Product ManufacturingT,
31699,31699,Other Leather and Allied Product ManufacturingT,Other Leather and Allied Product ManufacturingT,
92219,92219,"Other Justice, Public Order, and Safety Activities","Other Justice, Public Order, and Safety Activities",
922190,922190,"Other Justice, Public Order, and Safety Activities","Other Justice, Public Order, and Safety Activities",
5259,5259,Other Investment Pools and Funds,Other Investment Pools and Funds,
52429,52429,Other Insurance Related Activities,Other Insurance Related Activities,
52519,52519,Other Insurance Funds,Other Insurance Funds,
525190,525190,Other Insurance Funds,Other Insurance Funds,
62419,62419,Other Individual and Family ServicesT,Other Individual and Family ServicesT,
624190,624190,Other Individual and Family Services,Other Individual and Family Services,
2379,2379,Other Heavy and Civil Engineering ConstructionT,Other Heavy and Civil Engineering ConstructionT,
23799,23799,Other Heavy and Civil Engineering ConstructionT,Other Heavy and Civil Engineering ConstructionT,
237990,237990,Other Heavy and Civil Engineering Construction,Other Heavy and Civil Engineering Construction,
336419,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,
42449,42449,Other Grocery and Related Products Merchant Wholesalers,Other Grocery and Related Products Merchant Wholesalers,
424490,424490,Other Grocery and Related Products Merchant Wholesalers,Other Grocery and Related Products Merchant Wholesalers,
813219,813219,Other Grantmaking and Giving Services,Other Grantmaking and Giving Services,
11119,11119,Other Grain FarmingT,Other Grain FarmingT,
3339,3339,Other General Purpose Machinery ManufacturingT,Other General Purpose Machinery ManufacturingT,
92119,92119,Other General Government Support,Other General Government Support,
921190,921190,Other General Government Support,Other General Government Support,
71329,71329,Other Gambling IndustriesT,Other Gambling IndustriesT,
713290,713290,Other Gambling Industries,Other Gambling Industries,
3379,3379,Other Furniture Related Product ManufacturingT,Other Furniture Related Product ManufacturingT,
23819,23819,"Other Foundation, Structure, and Building Exterior Contractors","Other Foundation, Structure, and Building Exterior Contractors",
238190,238190,"Other Foundation, Structure, and Building Exterior Contractors","Other Foundation, Structure, and Building Exterior Contractors",
3119,3119,Other Food ManufacturingT,Other Food ManufacturingT,
111419,111419,Other Food Crops Grown Under Cover,Other Food Crops Grown Under Cover,
52599,52599,Other Financial Vehicles,Other Financial Vehicles,
525990,525990,Other Financial Vehicles,Other Financial Vehicles,
5239,5239,Other Financial Investment ActivitiesT,Other Financial Investment ActivitiesT,
42459,42459,Other Farm Product Raw Material Merchant Wholesalers,Other Farm Product Raw Material Merchant Wholesalers,
424590,424590,Other Farm Product Raw Material Merchant Wholesalers,Other Farm Product Raw Material Merchant Wholesalers,
332618,332618,Other Fabricated Wire Product Manufacturing,Other Fabricated Wire Product Manufacturing,
3329,3329,Other Fabricated Metal Product ManufacturingT,Other Fabricated Metal Product ManufacturingT,
333618,333618,Other Engine Equipment Manufacturing,Other Engine Equipment Manufacturing,
42369,42369,Other Electronic Parts and Equipment Merchant Wholesalers,Other Electronic Parts and Equipment Merchant Wholesalers,
423690,423690,Other Electronic Parts and Equipment Merchant Wholesalers,Other Electronic Parts and Equipment Merchant Wholesalers,
334419,334419,Other Electronic Component Manufacturing,Other Electronic Component Manufacturing,
3359,3359,Other Electrical Equipment and Component ManufacturingT,Other Electrical Equipment and Component ManufacturingT,
221118,221118,Other Electric Power Generation,Other Electric Power Generation,
524128,524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers","Other Direct Insurance (except Life, Health, and Medical) Carriers",
212319,212319,Other Crushed and Broken Stone Mining and Quarrying,Other Crushed and Broken Stone Mining and Quarrying,
1119,1119,Other Crop FarmingT,Other Crop FarmingT,
32229,32229,Other Converted Paper Product ManufacturingT,Other Converted Paper Product ManufacturingT,
53228,53228,Other Consumer Goods RentalT,Other Consumer Goods RentalT,
42339,42339,Other Construction Material Merchant Wholesalers,Other Construction Material Merchant Wholesalers,
423390,423390,Other Construction Material Merchant Wholesalers,Other Construction Material Merchant Wholesalers,
32739,32739,Other Concrete Product ManufacturingT,Other Concrete Product ManufacturingT,
327390,327390,Other Concrete Product Manufacturing,Other Concrete Product Manufacturing,
541519,541519,Other Computer Related Services,Other Computer Related Services,
624229,624229,Other Community Housing Services,Other Community Housing Services,
33429,33429,Other Communications Equipment ManufacturingT,Other Communications Equipment ManufacturingT,
334290,334290,Other Communications Equipment Manufacturing,Other Communications Equipment Manufacturing,
335929,335929,Other Communication and Energy Wire Manufacturing,Other Communication and Energy Wire Manufacturing,
42344,42344,Other Commercial Equipment Merchant Wholesalers,Other Commercial Equipment Merchant Wholesalers,
423440,423440,Other Commercial Equipment Merchant Wholesalers,Other Commercial Equipment Merchant Wholesalers,
53249,53249,Other Commercial and Industrial Machinery and Equipment Rental and LeasingT,Other Commercial and Industrial Machinery and Equipment Rental and LeasingT,
532490,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,
3259,3259,Other Chemical Product and Preparation ManufacturingT,Other Chemical Product and Preparation ManufacturingT,
42469,42469,Other Chemical and Allied Products Merchant Wholesalers,Other Chemical and Allied Products Merchant Wholesalers,
424690,424690,Other Chemical and Allied Products Merchant Wholesalers,Other Chemical and Allied Products Merchant Wholesalers,
56149,56149,Other Business Support ServicesT,Other Business Support ServicesT,
561439,561439,Other Business Service Centers (including Copy Shops),Other Business Service Centers (including Copy Shops),
23839,23839,Other Building Finishing ContractorsT,Other Building Finishing ContractorsT,
238390,238390,Other Building Finishing Contractors,Other Building Finishing Contractors,
23829,23829,Other Building Equipment ContractorsT,Other Building Equipment ContractorsT,
238290,238290,Other Building Equipment Contractors,Other Building Equipment Contractors,
32519,32519,Other Basic Organic Chemical ManufacturingT,Other Basic Organic Chemical ManufacturingT,
32518,32518,Other Basic Inorganic Chemical ManufacturingT,Other Basic Inorganic Chemical ManufacturingT,
325180,325180,Other Basic Inorganic Chemical Manufacturing,Other Basic Inorganic Chemical Manufacturing,
81119,81119,Other Automotive Repair and MaintenanceT,Other Automotive Repair and MaintenanceT,
112519,112519,Other Aquaculture,Other Aquaculture,
1129,1129,Other Animal ProductionT,Other Animal ProductionT,
311119,311119,Other Animal Food Manufacturing,Other Animal Food Manufacturing,
7139,7139,Other Amusement and Recreation IndustriesT,Other Amusement and Recreation IndustriesT,
6219,6219,Other Ambulatory Health Care ServicesT,Other Ambulatory Health Care ServicesT,
331318,331318,"Other Aluminum Rolling, Drawing, and Extruding","Other Aluminum Rolling, Drawing, and Extruding",
488119,488119,Other Airport Operations,Other Airport Operations,
336413,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,Other Aircraft Parts and Auxiliary Equipment Manufacturing,
53139,53139,Other Activities Related to Real Estate,Other Activities Related to Real Estate,
531390,531390,Other Activities Related to Real Estate,Other Activities Related to Real Estate,
52239,52239,Other Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,
522390,522390,Other Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,
541219,541219,Other Accounting Services,Other Accounting Services,
332323,332323,Ornamental and Architectural Metal Work Manufacturing,Ornamental and Architectural Metal Work Manufacturing,
33232,33232,Ornamental and Architectural Metal Products ManufacturingT,Ornamental and Architectural Metal Products ManufacturingT,
11131,11131,Orange GrovesT,Orange GrovesT,
111310,111310,Orange Groves,Orange Groves,
42346,42346,Ophthalmic Goods Merchant Wholesalers,Ophthalmic Goods Merchant Wholesalers,
423460,423460,Ophthalmic Goods Merchant Wholesalers,Ophthalmic Goods Merchant Wholesalers,
339115,339115,Ophthalmic Goods Manufacturing,Ophthalmic Goods Manufacturing,
52591,52591,Open-End Investment Funds,Open-End Investment Funds,
525910,525910,Open-End Investment Funds,Open-End Investment Funds,
812922,812922,One-Hour Photofinishing,One-Hour Photofinishing,
1111,1111,Oilseed and Grain FarmingT,Oilseed and Grain FarmingT,
111191,111191,Oilseed and Grain Combination Farming,Oilseed and Grain Combination Farming,
11112,11112,Oilseed (except Soybean) FarmingT,Oilseed (except Soybean) FarmingT,
111120,111120,Oilseed (except Soybean) Farming,Oilseed (except Soybean) Farming,
23712,23712,Oil and Gas Pipeline and Related Structures ConstructionT,Oil and Gas Pipeline and Related Structures ConstructionT,
237120,237120,Oil and Gas Pipeline and Related Structures Construction,Oil and Gas Pipeline and Related Structures Construction,
333132,333132,Oil and Gas Field Machinery and Equipment Manufacturing,Oil and Gas Field Machinery and Equipment Manufacturing,
211,211,Oil and Gas ExtractionT,Oil and Gas ExtractionT,
2111,2111,Oil and Gas ExtractionT,Oil and Gas ExtractionT,
53132,53132,Offices of Real Estate Appraisers,Offices of Real Estate Appraisers,
531320,531320,Offices of Real Estate Appraisers,Offices of Real Estate Appraisers,
5312,5312,Offices of Real Estate Agents and BrokersT,Offices of Real Estate Agents and BrokersT,
53121,53121,Offices of Real Estate Agents and BrokersT,Offices of Real Estate Agents and BrokersT,
531210,531210,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,
621391,621391,Offices of Podiatrists,Offices of Podiatrists,
6211,6211,Offices of PhysiciansT,Offices of PhysiciansT,
62111,62111,Offices of PhysiciansT,Offices of PhysiciansT,
621112,621112,"Offices of Physicians, Mental Health Specialists","Offices of Physicians, Mental Health Specialists",
621111,621111,Offices of Physicians (except Mental Health Specialists),Offices of Physicians (except Mental Health Specialists),
62134,62134,"Offices of Physical, Occupational and Speech Therapists, and AudiologistsT","Offices of Physical, Occupational and Speech Therapists, and AudiologistsT",
621340,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists","Offices of Physical, Occupational and Speech Therapists, and Audiologists",
551112,551112,Offices of Other Holding Companies,Offices of Other Holding Companies,
6213,6213,Offices of Other Health PractitionersT,Offices of Other Health PractitionersT,
62132,62132,Offices of OptometristsT,Offices of OptometristsT,
621320,621320,Offices of Optometrists,Offices of Optometrists,
54112,54112,Offices of NotariesT,Offices of NotariesT,
541120,541120,Offices of Notaries,Offices of Notaries,
62133,62133,Offices of Mental Health Practitioners (except Physicians)T,Offices of Mental Health Practitioners (except Physicians)T,
621330,621330,Offices of Mental Health Practitioners (except Physicians),Offices of Mental Health Practitioners (except Physicians),
54111,54111,Offices of LawyersT,Offices of LawyersT,
541110,541110,Offices of Lawyers,Offices of Lawyers,
6212,6212,Offices of DentistsT,Offices of DentistsT,
62121,62121,Offices of DentistsT,Offices of DentistsT,
621210,621210,Offices of Dentists,Offices of Dentists,
62131,62131,Offices of ChiropractorsT,Offices of ChiropractorsT,
621310,621310,Offices of Chiropractors,Offices of Chiropractors,
541211,541211,Offices of Certified Public Accountants,Offices of Certified Public Accountants,
551111,551111,Offices of Bank Holding Companies,Offices of Bank Holding Companies,
621399,621399,Offices of All Other Miscellaneous Health Practitioners,Offices of All Other Miscellaneous Health Practitioners,
62139,62139,Offices of All Other Health PractitionersT,Offices of All Other Health PractitionersT,
33994,33994,Office Supplies (except Paper) ManufacturingT,Office Supplies (except Paper) ManufacturingT,
339940,339940,Office Supplies (except Paper) Manufacturing,Office Supplies (except Paper) Manufacturing,
53242,53242,Office Machinery and Equipment Rental and LeasingT,Office Machinery and Equipment Rental and LeasingT,
532420,532420,Office Machinery and Equipment Rental and Leasing,Office Machinery and Equipment Rental and Leasing,
3372,3372,Office Furniture (including Fixtures) ManufacturingT,Office Furniture (including Fixtures) ManufacturingT,
33721,33721,Office Furniture (including Fixtures) ManufacturingT,Office Furniture (including Fixtures) ManufacturingT,
337214,337214,Office Furniture (except Wood) Manufacturing,Office Furniture (except Wood) Manufacturing,
42342,42342,Office Equipment Merchant Wholesalers,Office Equipment Merchant Wholesalers,
423420,423420,Office Equipment Merchant Wholesalers,Office Equipment Merchant Wholesalers,
5611,5611,Office Administrative ServicesT,Office Administrative ServicesT,
56111,56111,Office Administrative ServicesT,Office Administrative ServicesT,
561110,561110,Office Administrative Services,Office Administrative Services,
6231,6231,Nursing Care Facilities (Skilled Nursing Facilities)T,Nursing Care Facilities (Skilled Nursing Facilities)T,
62311,62311,Nursing Care Facilities (Skilled Nursing Facilities)T,Nursing Care Facilities (Skilled Nursing Facilities)T,
623110,623110,Nursing Care Facilities (Skilled Nursing Facilities),Nursing Care Facilities (Skilled Nursing Facilities),
623,623,Nursing and Residential Care FacilitiesT,Nursing and Residential Care FacilitiesT,
111421,111421,Nursery and Tree Production,Nursery and Tree Production,
11142,11142,Nursery and Floriculture ProductionT,Nursery and Floriculture ProductionT,
221113,221113,Nuclear Electric Power Generation,Nuclear Electric Power Generation,
31323,31323,Nonwoven Fabric MillsT,Nonwoven Fabric MillsT,
313230,313230,Nonwoven Fabric Mills,Nonwoven Fabric Mills,
337122,337122,Nonupholstered Wood Household Furniture Manufacturing,Nonupholstered Wood Household Furniture Manufacturing,
481211,481211,Nonscheduled Chartered Passenger Air Transportation,Nonscheduled Chartered Passenger Air Transportation,
481212,481212,Nonscheduled Chartered Freight Air Transportation,Nonscheduled Chartered Freight Air Transportation,
4812,4812,Nonscheduled Air TransportationT,Nonscheduled Air TransportationT,
48121,48121,Nonscheduled Air TransportationT,Nonscheduled Air TransportationT,
531312,531312,Nonresidential Property Managers,Nonresidential Property Managers,
2362,2362,Nonresidential Building ConstructionT,Nonresidential Building ConstructionT,
327,327,Nonmetallic Mineral Product ManufacturingT,Nonmetallic Mineral Product ManufacturingT,
2123,2123,Nonmetallic Mineral Mining and QuarryingT,Nonmetallic Mineral Mining and QuarryingT,
33152,33152,Nonferrous Metal FoundriesT,Nonferrous Metal FoundriesT,
331523,331523,Nonferrous Metal Die-Casting Foundries,Nonferrous Metal Die-Casting Foundries,
33149,33149,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and AlloyingT","Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding, and AlloyingT",
331491,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding","Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",
33141,33141,Nonferrous Metal (except Aluminum) Smelting and RefiningT,Nonferrous Metal (except Aluminum) Smelting and RefiningT,
331410,331410,Nonferrous Metal (except Aluminum) Smelting and Refining,Nonferrous Metal (except Aluminum) Smelting and Refining,
3314,3314,Nonferrous Metal (except Aluminum) Production and ProcessingT,Nonferrous Metal (except Aluminum) Production and ProcessingT,
332112,332112,Nonferrous Forging,Nonferrous Forging,
5222,5222,Nondepository Credit Intermediation,Nondepository Credit Intermediation,
335932,335932,Noncurrent-Carrying Wiring Device Manufacturing,Noncurrent-Carrying Wiring Device Manufacturing,
11133,11133,Noncitrus Fruit and Tree Nut FarmingT,Noncitrus Fruit and Tree Nut FarmingT,
31134,31134,Nonchocolate Confectionery ManufacturingT,Nonchocolate Confectionery ManufacturingT,
311340,311340,Nonchocolate Confectionery Manufacturing,Nonchocolate Confectionery Manufacturing,
325311,325311,Nitrogenous Fertilizer Manufacturing,Nitrogenous Fertilizer Manufacturing,
236115,236115,New Single-Family Housing Construction (except For-Sale Builders),New Single-Family Housing Construction (except For-Sale Builders),
236116,236116,New Multifamily Housing Construction (except For-Sale Builders),New Multifamily Housing Construction (except For-Sale Builders),
236117,236117,New Housing For-Sale Builders,New Housing For-Sale Builders,
44111,44111,New Car Dealers,New Car Dealers,
441110,441110,New Car Dealers,New Car Dealers,
3345,3345,"Navigational, Measuring, Electromedical, and Control Instruments ManufacturingT","Navigational, Measuring, Electromedical, and Control Instruments ManufacturingT",
33451,33451,"Navigational, Measuring, Electromedical, and Control Instruments ManufacturingT","Navigational, Measuring, Electromedical, and Control Instruments ManufacturingT",
48833,48833,Navigational Services to ShippingT,Navigational Services to ShippingT,
488330,488330,Navigational Services to Shipping,Navigational Services to Shipping,
71219,71219,Nature Parks and Other Similar InstitutionsT,Nature Parks and Other Similar InstitutionsT,
712190,712190,Nature Parks and Other Similar Institutions,Nature Parks and Other Similar Institutions,
21113,21113,Natural Gas Extraction,Natural Gas Extraction,
211130,211130,Natural Gas Extraction,Natural Gas Extraction,
2212,2212,Natural Gas DistributionT,Natural Gas DistributionT,
22121,22121,Natural Gas DistributionT,Natural Gas DistributionT,
221210,221210,Natural Gas Distribution,Natural Gas Distribution,
928,928,National Security and International Affairs,National Security and International Affairs,
9281,9281,National Security and International Affairs,National Security and International Affairs,
92811,92811,National Security,National Security,
928110,928110,National Security,National Security,
31322,31322,Narrow Fabric Mills and Schiffli Machine EmbroideryT,Narrow Fabric Mills and Schiffli Machine EmbroideryT,
313220,313220,Narrow Fabric Mills and Schiffli Machine Embroidery,Narrow Fabric Mills and Schiffli Machine Embroidery,
812113,812113,Nail Salons,Nail Salons,
339992,339992,Musical Instrument Manufacturing,Musical Instrument Manufacturing,
71113,71113,Musical Groups and ArtistsT,Musical Groups and ArtistsT,
711130,711130,Musical Groups and Artists,Musical Groups and Artists,
51223,51223,Music PublishersT,Music PublishersT,
512230,512230,Music Publishers,Music Publishers,
111411,111411,Mushroom Production,Mushroom Production,
71211,71211,MuseumsT,MuseumsT,
712,712,"Museums, Historical Sites, and Similar InstitutionsT","Museums, Historical Sites, and Similar InstitutionsT",
7121,7121,"Museums, Historical Sites, and Similar InstitutionsT","Museums, Historical Sites, and Similar InstitutionsT",
712110,712110,Museums,Museums,
44122,44122,"Motorcycle, Boat, and Other Motor Vehicle Dealers","Motorcycle, Boat, and Other Motor Vehicle Dealers",
336991,336991,"Motorcycle, Bicycle, and Parts Manufacturing","Motorcycle, Bicycle, and Parts Manufacturing",
33635,33635,Motor Vehicle Transmission and Power Train Parts ManufacturingT,Motor Vehicle Transmission and Power Train Parts ManufacturingT,
336350,336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,Motor Vehicle Transmission and Power Train Parts Manufacturing,
48841,48841,Motor Vehicle TowingT,Motor Vehicle TowingT,
488410,488410,Motor Vehicle Towing,Motor Vehicle Towing,
42312,42312,Motor Vehicle Supplies and New Parts Merchant Wholesalers,Motor Vehicle Supplies and New Parts Merchant Wholesalers,
423120,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,Motor Vehicle Supplies and New Parts Merchant Wholesalers,
33633,33633,Motor Vehicle Steering and Suspension Components (except Spring) ManufacturingT,Motor Vehicle Steering and Suspension Components (except Spring) ManufacturingT,
336330,336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,
33636,33636,Motor Vehicle Seating and Interior Trim ManufacturingT,Motor Vehicle Seating and Interior Trim ManufacturingT,
336360,336360,Motor Vehicle Seating and Interior Trim Manufacturing,Motor Vehicle Seating and Interior Trim Manufacturing,
3363,3363,Motor Vehicle Parts ManufacturingT,Motor Vehicle Parts ManufacturingT,
42314,42314,Motor Vehicle Parts (Used) Merchant Wholesalers,Motor Vehicle Parts (Used) Merchant Wholesalers,
423140,423140,Motor Vehicle Parts (Used) Merchant Wholesalers,Motor Vehicle Parts (Used) Merchant Wholesalers,
33637,33637,Motor Vehicle Metal StampingT,Motor Vehicle Metal StampingT,
336370,336370,Motor Vehicle Metal Stamping,Motor Vehicle Metal Stamping,
3361,3361,Motor Vehicle ManufacturingT,Motor Vehicle ManufacturingT,
33631,33631,Motor Vehicle Gasoline Engine and Engine Parts ManufacturingT,Motor Vehicle Gasoline Engine and Engine Parts ManufacturingT,
336310,336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,
33632,33632,Motor Vehicle Electrical and Electronic Equipment ManufacturingT,Motor Vehicle Electrical and Electronic Equipment ManufacturingT,
336320,336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,Motor Vehicle Electrical and Electronic Equipment Manufacturing,
33634,33634,Motor Vehicle Brake System ManufacturingT,Motor Vehicle Brake System ManufacturingT,
336340,336340,Motor Vehicle Brake System Manufacturing,Motor Vehicle Brake System Manufacturing,
336211,336211,Motor Vehicle Body Manufacturing,Motor Vehicle Body Manufacturing,
3362,3362,Motor Vehicle Body and Trailer ManufacturingT,Motor Vehicle Body and Trailer ManufacturingT,
33621,33621,Motor Vehicle Body and Trailer ManufacturingT,Motor Vehicle Body and Trailer ManufacturingT,
441,441,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,****
4231,4231,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,
336213,336213,Motor Home Manufacturing,Motor Home Manufacturing,
335312,335312,Motor and Generator Manufacturing,Motor and Generator Manufacturing,
512131,512131,Motion Picture Theaters (except Drive-Ins),Motion Picture Theaters (except Drive-Ins),
51211,51211,Motion Picture and Video ProductionT,Motion Picture and Video ProductionT,
512110,512110,Motion Picture and Video Production,Motion Picture and Video Production,
5121,5121,Motion Picture and Video IndustriesT,Motion Picture and Video IndustriesT,
51213,51213,Motion Picture and Video ExhibitionT,Motion Picture and Video ExhibitionT,
51212,51212,Motion Picture and Video DistributionT,Motion Picture and Video DistributionT,
512120,512120,Motion Picture and Video Distribution,Motion Picture and Video Distribution,
512,512,Motion Picture and Sound Recording IndustriesT,Motion Picture and Sound Recording IndustriesT,
52231,52231,Mortgage and Nonmortgage Loan Brokers,Mortgage and Nonmortgage Loan Brokers,
522310,522310,Mortgage and Nonmortgage Loan Brokers,Mortgage and Nonmortgage Loan Brokers,
521,521,Monetary Authorities-Central BankT,Monetary Authorities-Central BankT,
5211,5211,Monetary Authorities-Central BankT,Monetary Authorities-Central BankT,
52111,52111,Monetary Authorities-Central BankT,Monetary Authorities-Central BankT,
521110,521110,Monetary Authorities-Central Bank,Monetary Authorities-Central Bank,
72233,72233,Mobile Food ServicesT,Mobile Food ServicesT,
722330,722330,Mobile Food Services,Mobile Food Services,
485111,485111,Mixed Mode Transit Systems,Mixed Mode Transit Systems,
4249,4249,Miscellaneous Nondurable Goods Merchant Wholesalers,Miscellaneous Nondurable Goods Merchant Wholesalers,
339,339,Miscellaneous ManufacturingT,Miscellaneous ManufacturingT,
52391,52391,Miscellaneous Intermediation,Miscellaneous Intermediation,
523910,523910,Miscellaneous Intermediation,Miscellaneous Intermediation,
523999,523999,Miscellaneous Financial Investment Activities,Miscellaneous Financial Investment Activities,
4239,4239,Miscellaneous Durable Goods Merchant Wholesalers,Miscellaneous Durable Goods Merchant Wholesalers,
21,21,"Mining, Quarrying, and Oil and Gas ExtractionT","Mining, Quarrying, and Oil and Gas ExtractionT",
333131,333131,Mining Machinery and Equipment Manufacturing,Mining Machinery and Equipment Manufacturing,
33313,33313,Mining and Oil and Gas Field Machinery ManufacturingT,Mining and Oil and Gas Field Machinery ManufacturingT,
212,212,Mining (except Oil and Gas)T,Mining (except Oil and Gas)T,
327993,327993,Mineral Wool Manufacturing,Mineral Wool Manufacturing,
32191,32191,MillworkT,MillworkT,
336992,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing","Military Armored Vehicle, Tank, and Tank Component Manufacturing",
3335,3335,Metalworking Machinery ManufacturingT,Metalworking Machinery ManufacturingT,
33351,33351,Metalworking Machinery ManufacturingT,Metalworking Machinery ManufacturingT,
332321,332321,Metal Window and Door Manufacturing,Metal Window and Door Manufacturing,
33291,33291,Metal Valve ManufacturingT,Metal Valve ManufacturingT,
33242,33242,Metal Tank (Heavy Gauge) ManufacturingT,Metal Tank (Heavy Gauge) ManufacturingT,
332420,332420,Metal Tank (Heavy Gauge) Manufacturing,Metal Tank (Heavy Gauge) Manufacturing,
42351,42351,Metal Service Centers and Other Metal Merchant Wholesalers,Metal Service Centers and Other Metal Merchant Wholesalers,
423510,423510,Metal Service Centers and Other Metal Merchant Wholesalers,Metal Service Centers and Other Metal Merchant Wholesalers,
2122,2122,Metal Ore MiningT,Metal Ore MiningT,
332215,332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing","Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",
332811,332811,Metal Heat Treating,Metal Heat Treating,
332119,332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)","Metal Crown, Closure, and Other Metal Stamping (except Automotive)",
332812,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",
33243,33243,"Metal Can, Box, and Other Metal Container (Light Gauge) ManufacturingT","Metal Can, Box, and Other Metal Container (Light Gauge) ManufacturingT",
332431,332431,Metal Can Manufacturing,Metal Can Manufacturing,
4235,4235,Metal and Mineral (except Petroleum) Merchant Wholesalers,Metal and Mineral (except Petroleum) Merchant Wholesalers,
424,424,"Merchant Wholesalers, Nondurable Goods","Merchant Wholesalers, Nondurable Goods",
423,423,"Merchant Wholesalers, Durable Goods","Merchant Wholesalers, Durable Goods",
325411,325411,Medicinal and Botanical Manufacturing,Medicinal and Botanical Manufacturing,
42345,42345,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers","Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",
423450,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers","Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",
621511,621511,Medical Laboratories,Medical Laboratories,
3391,3391,Medical Equipment and Supplies ManufacturingT,Medical Equipment and Supplies ManufacturingT,
33911,33911,Medical Equipment and Supplies ManufacturingT,Medical Equipment and Supplies ManufacturingT,
6215,6215,Medical and Diagnostic LaboratoriesT,Medical and Diagnostic LaboratoriesT,
62151,62151,Medical and Diagnostic LaboratoriesT,Medical and Diagnostic LaboratoriesT,
54184,54184,Media RepresentativesT,Media RepresentativesT,
541840,541840,Media Representatives,Media Representatives,
54183,54183,Media Buying AgenciesT,Media Buying AgenciesT,
541830,541830,Media Buying Agencies,Media Buying Agencies,
333613,333613,Mechanical Power Transmission Equipment Manufacturing,Mechanical Power Transmission Equipment Manufacturing,
